dataset,experiment,phase,model_family,model,model_display_name,scaler,use_pca,n_components_pca,rebalanceo,rebalanceo_short,target_n,selection_metric,label_col,n_splits,shuffle,random_state,input_train,input_test,rows_train,rows_test,features_train,nearmiss_version,smote_k_neighbors,enn_n_neighbors,param_grid,model_base_param_activation,model_base_param_solver,model_base_param_batch_size,model_base_param_learning_rate,model_base_param_learning_rate_init,model_base_param_max_iter,model_base_param_early_stopping,model_base_param_validation_fraction,model_base_param_n_iter_no_change,model_base_param_verbose
CIC18,C__RobustScaler_no_pca_NONE_mlp,C_no_pca,mlp,mlp,MLPClassifier,RobustScaler,False,,NONE,NONE,10000,f1_macro,LABEL,5,True,42,CIC18__split__train.csv,CIC18__split__test.csv,2782339,695587,54,1,5,3,"{""alpha"": [0.0001, 0.001], ""hidden_layer_sizes"": [[50], [100], [100, 50]]}",relu,adam,auto,adaptive,0.001,300,True,0.1,10,False
