dataset,experiment,selection_metric,selection_column,best_param_id,best_params,param_id,param_alpha,param_hidden_layer_sizes,B_accuracy_mean,B_accuracy_std,B_accuracy_var,B_precision_weighted_mean,B_precision_weighted_std,B_precision_weighted_var,B_recall_weighted_mean,B_recall_weighted_std,B_recall_weighted_var,B_f1_weighted_mean,B_f1_weighted_std,B_f1_weighted_var,B_precision_macro_mean,B_precision_macro_std,B_precision_macro_var,B_recall_macro_mean,B_recall_macro_std,B_recall_macro_var,B_f1_macro_mean,B_f1_macro_std,B_f1_macro_var,B_fpr_weighted_mean,B_fpr_weighted_std,B_fpr_weighted_var,B_fnr_weighted_mean,B_fnr_weighted_std,B_fnr_weighted_var,B_fpr_macro_mean,B_fpr_macro_std,B_fpr_macro_var,B_fnr_macro_mean,B_fnr_macro_std,B_fnr_macro_var,B_mcc_mean,B_mcc_std,B_mcc_var,B_roc_auc_mean,B_roc_auc_std,B_roc_auc_var,B_detection_latency_seconds_mean,B_detection_latency_seconds_std,B_detection_latency_seconds_var,B_fit_time_mean,B_fit_time_std,B_fit_time_var,B_score_time_mean,B_score_time_std,B_score_time_var
CIC18,C__StandardScaler_no_pca_NONE_mlp,f1_macro,B_f1_macro_mean,3,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [100, 50]}",3,0.0001,"(100, 50)",0.9787876316239916,0.00022765432613588453,5.182649220838368e-08,0.9838249220450302,0.00048698448236187867,2.3715388606126694e-07,0.9787876316239916,0.00022765432613588453,5.182649220838368e-08,0.9802955016241139,0.0002657260666934528,7.061034252037333e-08,0.8679044135316953,0.012096128614712555,0.00014631632746366788,0.8222131744219208,0.024895576765391322,0.0006197897424814923,0.8292411738389767,0.017899129002974013,0.00032037881906510547,0.004854514808590843,0.0007690704810094826,5.914694047601571e-07,0.021212368376008185,0.0002276543261358813,5.182649220838221e-08,0.001737792212306602,6.203934963982936e-05,3.848880903732995e-09,0.1777868255780791,0.024895576765391295,0.0006197897424814908,0.9650816631193283,0.00042627931831971635,1.8171405722712204e-07,0.9988502695356573,1.661114446338425e-05,2.759301203834212e-10,3.4505205039279444e-07,1.2684958027502426e-09,1.6090816015949826e-18,140.30160331726074,44.540546553113934,1983.8602872501096,0.19201035499572755,0.0007057502133964653,4.980833637091564e-07
