dataset,experiment,phase,model_family,model,model_display_name,scaler,use_pca,n_components_pca,rebalanceo,rebalanceo_short,target_n,selection_metric,label_col,n_splits,shuffle,random_state,input_train,input_test,rows_train,rows_test,features_train,nearmiss_version,smote_k_neighbors,enn_n_neighbors,param_grid,model_base_param_max_iter,model_base_param_solver,model_base_param_class_weight,model_base_param_n_jobs
CIC17,C__StandardScaler_no_pca_NM_SMOTE_logreg,C_no_pca,logreg,logreg,LogisticRegression,StandardScaler,False,,NearMiss_SMOTE,NM_SMOTE,10000,f1_macro,LABEL,5,True,42,CIC17__split__train.csv,CIC17__split__test.csv,2016639,504159,47,1,5,3,"{""C"": [0.01, 0.1, 1, 10]}",1000,lbfgs,,-1
