dataset,experiment,variance_threshold,selected_components,selected_cumulative_variance,n_samples,n_features,n_components_total,figure_path
BCCC17,A1__RobustScaler,0.99,3,0.9931210456750483,1890958,63,63,/home/javier/TFG/05_results/BCCC17/fase_A1_pca_components/A1__RobustScaler/figures/BCCC17__A1__RobustScaler__pca_cumulative_variance.pdf
