dataset,experiment,phase,model_family,model,model_display_name,scaler,use_pca,n_components_pca,rebalanceo,rebalanceo_short,target_n,selection_metric,label_col,n_splits,shuffle,random_state,input_train,input_test,rows_train,rows_test,features_train,nearmiss_version,smote_k_neighbors,enn_n_neighbors,param_grid,model_base_param_weights
CIC18,C__RobustScaler_no_pca_RUS_SMOTE_ENN_knn,C_no_pca,knn,knn,KNeighborsClassifier,RobustScaler,False,,RUS_SMOTE_ENN,RUS_SMOTE_ENN,10000,f1_macro,LABEL,5,True,42,CIC18__split__train.csv,CIC18__split__test.csv,2782339,695587,54,1,5,3,"{""metric"": [""euclidean"", ""manhattan""], ""n_neighbors"": [3, 5, 7, 9, 11, 15]}",distance
