dataset,experiment,selection_metric,selection_column,best_param_id,best_params,param_id,param_alpha,param_hidden_layer_sizes,B_accuracy_mean,B_accuracy_std,B_accuracy_var,B_precision_weighted_mean,B_precision_weighted_std,B_precision_weighted_var,B_recall_weighted_mean,B_recall_weighted_std,B_recall_weighted_var,B_f1_weighted_mean,B_f1_weighted_std,B_f1_weighted_var,B_precision_macro_mean,B_precision_macro_std,B_precision_macro_var,B_recall_macro_mean,B_recall_macro_std,B_recall_macro_var,B_f1_macro_mean,B_f1_macro_std,B_f1_macro_var,B_fpr_weighted_mean,B_fpr_weighted_std,B_fpr_weighted_var,B_fnr_weighted_mean,B_fnr_weighted_std,B_fnr_weighted_var,B_fpr_macro_mean,B_fpr_macro_std,B_fpr_macro_var,B_fnr_macro_mean,B_fnr_macro_std,B_fnr_macro_var,B_mcc_mean,B_mcc_std,B_mcc_var,B_roc_auc_mean,B_roc_auc_std,B_roc_auc_var,B_detection_latency_seconds_mean,B_detection_latency_seconds_std,B_detection_latency_seconds_var,B_fit_time_mean,B_fit_time_std,B_fit_time_var,B_score_time_mean,B_score_time_std,B_score_time_var
CIC17,B__RobustScaler_pca_NONE_mlp,f1_macro,B_f1_macro_mean,4,"{""alpha"": 0.001, ""hidden_layer_sizes"": [50]}",4,0.001,"(50,)",0.8533103878615667,0.010902981601603934,0.00011887500780491388,0.7847838776087208,0.013532666273524112,0.00018313305647057695,0.8533103878615667,0.010902981601603934,0.00011887500780491388,0.8093536679431569,0.014526975338658385,0.00021103301248998893,0.19739317889639785,0.02115661402980353,0.0004476023172060795,0.14754075190344818,0.02230002311101026,0.0004972910307515917,0.16132459741732175,0.023919920942420785,0.0005721626178916604,0.6212236624511632,0.0841493065770395,0.007081105797396584,0.14668961213843346,0.010902981601603925,0.0001188750078049137,0.051194218305973115,0.006232755300479059,3.8847238635649804e-05,0.8524592480965518,0.022300023111010297,0.0004972910307515933,0.36059999707856993,0.0809001611743049,0.006544836078028511,0.6344045604121059,0.05899808471414493,0.003480773999937422,2.2972945929084555e-07,7.847675582092985e-09,6.158601204177848e-17,28.241635894775392,1.4208188490446199,2.0187262018004786,0.09265627861022949,0.003165230036428652,1.0018681183510124e-05
