dataset,experiment,selection_metric,selection_column,best_param_id,best_params,param_id,param_C,B_accuracy_mean,B_accuracy_std,B_accuracy_var,B_precision_weighted_mean,B_precision_weighted_std,B_precision_weighted_var,B_recall_weighted_mean,B_recall_weighted_std,B_recall_weighted_var,B_f1_weighted_mean,B_f1_weighted_std,B_f1_weighted_var,B_precision_macro_mean,B_precision_macro_std,B_precision_macro_var,B_recall_macro_mean,B_recall_macro_std,B_recall_macro_var,B_f1_macro_mean,B_f1_macro_std,B_f1_macro_var,B_fpr_weighted_mean,B_fpr_weighted_std,B_fpr_weighted_var,B_fnr_weighted_mean,B_fnr_weighted_std,B_fnr_weighted_var,B_fpr_macro_mean,B_fpr_macro_std,B_fpr_macro_var,B_fnr_macro_mean,B_fnr_macro_std,B_fnr_macro_var,B_mcc_mean,B_mcc_std,B_mcc_var,B_roc_auc_mean,B_roc_auc_std,B_roc_auc_var,B_detection_latency_seconds_mean,B_detection_latency_seconds_std,B_detection_latency_seconds_var,B_fit_time_mean,B_fit_time_std,B_fit_time_var,B_score_time_mean,B_score_time_std,B_score_time_var
CIC17,B__RobustScaler_pca_RUS_SMOTE_ENN_logreg,f1_macro,B_f1_macro_mean,4,"{""C"": 10}",4,10.0,0.04695981905215564,0.02040648087250247,0.00041642446159980914,0.8553188266099131,0.001553589365445306,2.4136399164247485e-06,0.04695981905215564,0.02040648087250247,0.00041642446159980914,0.032512896262576155,0.021783768233523,0.0004745325584518458,0.10852369734359538,0.0028058851000686887,7.872991194787475e-06,0.14597175566195858,0.009954865820656572,9.909935350727647e-05,0.033264205613877204,0.003962037767908302,1.56977432743318e-05,0.025832726925805925,0.014045400771840877,0.00019727328284162833,0.9530401809478443,0.02040648087250246,0.00041642446159980876,0.06525819385824336,0.0007737813970654578,5.987376504445717e-07,0.8540282443380413,0.009954865820656592,9.909935350727684e-05,0.04429083373446875,0.011239451325108686,0.0001263252660894874,0.5068121713304929,0.004148407625428458,1.7209285826712976e-05,3.532749967231546e-08,4.489835805352306e-09,2.0158625559023592e-17,19.340681028366088,2.25340412685544,5.077830158929128,0.01424856185913086,0.0018108669685540856,3.2792391778002636e-06
