dataset,experiment,selection_metric,selection_column,best_param_id,best_params,param_id,param_C,B_accuracy_mean,B_accuracy_std,B_accuracy_var,B_precision_weighted_mean,B_precision_weighted_std,B_precision_weighted_var,B_recall_weighted_mean,B_recall_weighted_std,B_recall_weighted_var,B_f1_weighted_mean,B_f1_weighted_std,B_f1_weighted_var,B_precision_macro_mean,B_precision_macro_std,B_precision_macro_var,B_recall_macro_mean,B_recall_macro_std,B_recall_macro_var,B_f1_macro_mean,B_f1_macro_std,B_f1_macro_var,B_fpr_weighted_mean,B_fpr_weighted_std,B_fpr_weighted_var,B_fnr_weighted_mean,B_fnr_weighted_std,B_fnr_weighted_var,B_fpr_macro_mean,B_fpr_macro_std,B_fpr_macro_var,B_fnr_macro_mean,B_fnr_macro_std,B_fnr_macro_var,B_mcc_mean,B_mcc_std,B_mcc_var,B_roc_auc_mean,B_roc_auc_std,B_roc_auc_var,B_detection_latency_seconds_mean,B_detection_latency_seconds_std,B_detection_latency_seconds_var,B_fit_time_mean,B_fit_time_std,B_fit_time_var,B_score_time_mean,B_score_time_std,B_score_time_var
CIC17,B__StandardScaler_pca_NM_SMOTE_logreg,f1_macro,B_f1_macro_mean,4,"{""C"": 10}",4,10.0,0.12912871619307126,0.005904411329441627,3.486207314723864e-05,0.8714571116583294,0.0788751670927882,0.0062212919839152595,0.12912871619307126,0.005904411329441627,3.486207314723864e-05,0.16193005001061947,0.011990097080425534,0.00014376242799802891,0.2387769359507715,0.0166611750114647,0.00027759475276265574,0.7472244540772355,0.016204592455396204,0.0002625888166454835,0.17388832942190213,0.027893635451156546,0.0007780548986820173,0.027507187737668082,0.017713839622287775,0.00031378011416413235,0.8708712838069287,0.005904411329441646,3.486207314723887e-05,0.05989189810297311,0.001544502744234641,2.385488726948337e-06,0.2527755459227646,0.01620459245539625,0.000262588816645485,0.16292466190539145,0.009357153022408115,8.755631268476132e-05,0.381677587594525,0.010858578225662548,0.00011790872108283283,7.165507222418716e-08,6.9654678370064435e-09,4.8517742188371226e-17,34.10204057693481,3.1698753012025906,10.048109425174216,0.02890048027038574,0.002809332719369548,7.892350328120302e-06
