dataset,experiment,component,explained_variance_ratio,cumulative_variance
CIC18,A1__StandardScaler,1,0.3480785795293336,0.3480785795293336
CIC18,A1__StandardScaler,2,0.22838632864080674,0.5764649081701403
CIC18,A1__StandardScaler,3,0.0966845338476762,0.6731494420178165
CIC18,A1__StandardScaler,4,0.05367723629635528,0.7268266783141717
CIC18,A1__StandardScaler,5,0.031129726326585408,0.7579564046407571
CIC18,A1__StandardScaler,6,0.028404921881416238,0.7863613265221733
CIC18,A1__StandardScaler,7,0.02051568233610136,0.8068770088582746
CIC18,A1__StandardScaler,8,0.017789217052670146,0.8246662259109447
CIC18,A1__StandardScaler,9,0.014125876098753912,0.8387921020096987
CIC18,A1__StandardScaler,10,0.011918035273666092,0.8507101372833648
CIC18,A1__StandardScaler,11,0.010719130966484495,0.8614292682498492
CIC18,A1__StandardScaler,12,0.009755565727275706,0.8711848339771249
CIC18,A1__StandardScaler,13,0.009264132992912344,0.8804489669700373
CIC18,A1__StandardScaler,14,0.008394150770626241,0.8888431177406635
CIC18,A1__StandardScaler,15,0.008138343696576896,0.8969814614372403
CIC18,A1__StandardScaler,16,0.0072891272778399605,0.9042705887150803
CIC18,A1__StandardScaler,17,0.006443186763735853,0.9107137754788162
CIC18,A1__StandardScaler,18,0.006349004066496488,0.9170627795453127
CIC18,A1__StandardScaler,19,0.005287989355863261,0.922350768901176
CIC18,A1__StandardScaler,20,0.005276187212822516,0.9276269561139985
CIC18,A1__StandardScaler,21,0.004679629882556932,0.9323065859965554
CIC18,A1__StandardScaler,22,0.004333851536560181,0.9366404375331155
CIC18,A1__StandardScaler,23,0.0042240481777734646,0.940864485710889
CIC18,A1__StandardScaler,24,0.0036556356054287466,0.9445201213163177
CIC18,A1__StandardScaler,25,0.0035208107511361525,0.9480409320674539
CIC18,A1__StandardScaler,26,0.0034275025007970213,0.9514684345682509
CIC18,A1__StandardScaler,27,0.003273952553157052,0.954742387121408
CIC18,A1__StandardScaler,28,0.0031136237806293566,0.9578560109020374
CIC18,A1__StandardScaler,29,0.003084769308625261,0.9609407802106626
CIC18,A1__StandardScaler,30,0.0027419893572036285,0.9636827695678662
CIC18,A1__StandardScaler,31,0.002649716801657276,0.9663324863695235
CIC18,A1__StandardScaler,32,0.002509148485346641,0.9688416348548702
CIC18,A1__StandardScaler,33,0.0023771046096216246,0.9712187394644918
CIC18,A1__StandardScaler,34,0.0022596646578295822,0.9734784041223213
CIC18,A1__StandardScaler,35,0.0021317005411767486,0.9756101046634981
CIC18,A1__StandardScaler,36,0.0020892634580656384,0.9776993681215637
CIC18,A1__StandardScaler,37,0.0019885089099725924,0.9796878770315363
CIC18,A1__StandardScaler,38,0.0018843542412891052,0.9815722312728253
CIC18,A1__StandardScaler,39,0.001852598321964278,0.9834248295947896
CIC18,A1__StandardScaler,40,0.0018155860425103408,0.9852404156372999
CIC18,A1__StandardScaler,41,0.0016597359400664688,0.9869001515773664
CIC18,A1__StandardScaler,42,0.0015307566284239588,0.9884309082057904
CIC18,A1__StandardScaler,43,0.001501522523458915,0.9899324307292493
CIC18,A1__StandardScaler,44,0.0014268902755893236,0.9913593210048386
CIC18,A1__StandardScaler,45,0.001378126006665636,0.9927374470115042
CIC18,A1__StandardScaler,46,0.0012717288309336211,0.9940091758424379
CIC18,A1__StandardScaler,47,0.0011575239775383002,0.9951666998199762
CIC18,A1__StandardScaler,48,0.0010920856199978417,0.996258785439974
CIC18,A1__StandardScaler,49,0.0008815667209927296,0.9971403521609667
CIC18,A1__StandardScaler,50,0.0007941692118741302,0.9979345213728409
CIC18,A1__StandardScaler,51,0.0007010656580111047,0.998635587030852
CIC18,A1__StandardScaler,52,0.0005357089104455787,0.9991712959412976
CIC18,A1__StandardScaler,53,0.0004601738294625274,0.9996314697707601
CIC18,A1__StandardScaler,54,0.00036853022923957133,0.9999999999999997
