dataset,experiment,descripcion_experimento,model_family,model,model_display_name,scaler,use_pca,n_components_pca,rebalanceo,rebalanceo_short,n,selection_metric,selection_column,best_param_id,best_params,param_id,params,param_C,param_alpha,param_hidden_layer_sizes,param_metric,param_n_neighbors,B_accuracy_mean,B_accuracy_std,B_detection_latency_seconds_mean,B_detection_latency_seconds_std,B_f1_macro_mean,B_f1_macro_std,B_f1_weighted_mean,B_f1_weighted_std,B_fit_time_mean,B_fit_time_std,B_fnr_macro_mean,B_fnr_macro_std,B_fnr_weighted_mean,B_fnr_weighted_std,B_fpr_macro_mean,B_fpr_macro_std,B_fpr_weighted_mean,B_fpr_weighted_std,B_mcc_mean,B_mcc_std,B_precision_macro_mean,B_precision_macro_std,B_precision_weighted_mean,B_precision_weighted_std,B_recall_macro_mean,B_recall_macro_std,B_recall_weighted_mean,B_recall_weighted_std,B_roc_auc_mean,B_roc_auc_std,B_score_time_mean,B_score_time_std,source_file
CIC17,B__RobustScaler_pca_NM_SMOTE_knn,RobustScaler + PCA + NearMiss_SMOTE + knn,knn,knn,KNeighborsClassifier,RobustScaler,True,3,NearMiss_SMOTE,NM_SMOTE,10000,f1_macro,B_f1_macro_mean,2,"{""metric"": ""euclidean"", ""n_neighbors"": 5}",2,"{""metric"": ""euclidean"", ""n_neighbors"": 5}",,,,euclidean,5.0,0.0780585915855637,0.0223558525888142,2.519149140387356e-06,7.204625982433594e-08,0.0950714036426999,0.01298230112512,0.0865856216445095,0.0347550804491476,0.0419190883636474,0.000247945957282,0.3645890170105514,0.0336622563442787,0.9219414084144364,0.0223558525888142,0.0624506968351507,0.0016064749379267,0.0148190441128252,0.0019984862064995,0.073530930392065,0.0201095878754293,0.1326901481473101,0.0071274678448146,0.8545047637545128,0.0033196570731721,0.6354109829894485,0.0336622563442786,0.0780585915855637,0.0223558525888142,0.5346954382681215,0.0154300671980995,1.0160429000854492,0.0290590900128321,05_results/CIC17/fase_B_pca/knn/B__RobustScaler_pca_NM_SMOTE_knn/reports/CIC17__B__RobustScaler_pca_NM_SMOTE_knn__cv_summary.csv
CIC17,B__RobustScaler_pca_NM_SMOTE_ENN_knn,RobustScaler + PCA + NearMiss_SMOTE_ENN + knn,knn,knn,KNeighborsClassifier,RobustScaler,True,3,NearMiss_SMOTE_ENN,NM_SMOTE_ENN,10000,f1_macro,B_f1_macro_mean,1,"{""metric"": ""euclidean"", ""n_neighbors"": 3}",1,"{""metric"": ""euclidean"", ""n_neighbors"": 3}",,,,euclidean,3.0,0.0824376620925678,0.0247180515416329,2.107120511805521e-06,3.6210877317197536e-08,0.0872789135226146,0.0126511892730892,0.0929113646866924,0.0379948814022767,0.0378321170806884,0.0005838572265518,0.3719601886755931,0.0402886396416706,0.917562337907432,0.0247180515416329,0.0624792433230344,0.0017031241006518,0.0196263119380839,0.0051096405772579,0.0712412930217962,0.0217638548480245,0.1240553464050564,0.0079069251553825,0.8399723659761478,0.0195686490526089,0.6280398113244068,0.0402886396416706,0.0824376620925678,0.0247180515416329,0.5319341878922416,0.0133211297409657,0.8498602867126465,0.0146053157628586,05_results/CIC17/fase_B_pca/knn/B__RobustScaler_pca_NM_SMOTE_ENN_knn/reports/CIC17__B__RobustScaler_pca_NM_SMOTE_ENN_knn__cv_summary.csv
CIC17,B__RobustScaler_pca_NONE_knn,RobustScaler + PCA + NONE + knn,knn,knn,KNeighborsClassifier,RobustScaler,True,3,NONE,NONE,10000,f1_macro,B_f1_macro_mean,7,"{""metric"": ""manhattan"", ""n_neighbors"": 3}",7,"{""metric"": ""manhattan"", ""n_neighbors"": 3}",,,,manhattan,3.0,0.971357292889462,0.0005431131766634,4.502905568784253e-06,5.2811613402947896e-08,0.6814544849751176,0.0194200250828539,0.9713356312607964,0.0005241512874432,0.7305281162261963,0.0091515310376002,0.3215844542138533,0.0191765140342841,0.028642707110538,0.0005431131766634,0.0057951464272568,8.79567200684451e-05,0.0582844892983148,0.0010427838672355,0.9047873198710448,0.0017702210229295,0.7039788192522854,0.0391511247496827,0.9713435049211702,0.0005106069542804,0.6784155457861467,0.0191765140342842,0.971357292889462,0.0005431131766634,0.9781304053566244,0.0003220016079912,1.8161469936370849,0.0213000786516768,05_results/CIC17/fase_B_pca/knn/B__RobustScaler_pca_NONE_knn/reports/CIC17__B__RobustScaler_pca_NONE_knn__cv_summary.csv
CIC17,B__RobustScaler_pca_RUS_SMOTE_knn,RobustScaler + PCA + RUS_SMOTE + knn,knn,knn,KNeighborsClassifier,RobustScaler,True,3,RUS_SMOTE,RUS_SMOTE,10000,f1_macro,B_f1_macro_mean,1,"{""metric"": ""euclidean"", ""n_neighbors"": 3}",1,"{""metric"": ""euclidean"", ""n_neighbors"": 3}",,,,euclidean,3.0,0.8301778347191628,0.0015746347525139,1.4854628972395542e-06,1.80995591386032e-08,0.3670756465123845,0.0042199585565074,0.8708878021864997,0.0016315418445826,0.0424059867858886,0.0001163816794898,0.2102306485531239,0.0259827627310552,0.1698221652808371,0.0015746347525139,0.012488824743869,0.0001366811072443,0.017510205877198,0.0006482545874316,0.6357792276436633,0.0031171083553656,0.3000887118655707,0.0039327534897913,0.936618082563686,0.0013396654545797,0.7897693514468761,0.0259827627310552,0.8301778347191628,0.0015746347525139,0.9400550084067844,0.0006240617378776,0.5991284847259521,0.0073003033105442,05_results/CIC17/fase_B_pca/knn/B__RobustScaler_pca_RUS_SMOTE_knn/reports/CIC17__B__RobustScaler_pca_RUS_SMOTE_knn__cv_summary.csv
CIC17,B__RobustScaler_pca_RUS_SMOTE_ENN_knn,RobustScaler + PCA + RUS_SMOTE_ENN + knn,knn,knn,KNeighborsClassifier,RobustScaler,True,3,RUS_SMOTE_ENN,RUS_SMOTE_ENN,10000,f1_macro,B_f1_macro_mean,1,"{""metric"": ""euclidean"", ""n_neighbors"": 3}",1,"{""metric"": ""euclidean"", ""n_neighbors"": 3}",,,,euclidean,3.0,0.8697208570939846,0.0011838074243242,1.4609127367446056e-06,2.175588443230696e-08,0.3875947884772143,0.0030565450827329,0.8990485982342694,0.0009468490798805,0.0363662719726562,0.0003718814523774,0.2238919855311991,0.0318686385876819,0.1302791429060154,0.0011838074243242,0.0116335923206604,8.117150698609021e-05,0.0442247419038906,0.0012567909814584,0.6755638505741881,0.0030591359172869,0.3249499267512291,0.0030176881561239,0.9400424276188004,0.0013375766550321,0.7761080144688008,0.0318686385876819,0.8697208570939846,0.0011838074243242,0.9368673668945586,0.0006524632381412,0.5892267227172852,0.0087749748365117,05_results/CIC17/fase_B_pca/knn/B__RobustScaler_pca_RUS_SMOTE_ENN_knn/reports/CIC17__B__RobustScaler_pca_RUS_SMOTE_ENN_knn__cv_summary.csv
CIC17,B__StandardScaler_pca_NM_SMOTE_knn,StandardScaler + PCA + NearMiss_SMOTE + knn,knn,knn,KNeighborsClassifier,StandardScaler,True,33,NearMiss_SMOTE,NM_SMOTE,10000,f1_macro,B_f1_macro_mean,12,"{""metric"": ""manhattan"", ""n_neighbors"": 15}",12,"{""metric"": ""manhattan"", ""n_neighbors"": 15}",,,,manhattan,15.0,0.1578259662004572,0.0060313688618697,0.000188138388119,3.412439267632112e-06,0.2215084686861161,0.0087131746977474,0.2132451618264555,0.0087679406527377,0.0138197898864746,0.0005320822102255,0.2709075212705287,0.0196338397391099,0.8421740337995427,0.0060313688618697,0.0607986672784149,0.0010602891980689,0.069805975376681,0.0180966178327491,0.1562597187104239,0.0146564295579206,0.2888595703468956,0.0089347859966935,0.821857144328115,0.0212814906619798,0.7290924787294714,0.0196338397391099,0.1578259662004572,0.0060313688618697,0.525055284655379,0.004075616059815,75.88144154548645,1.3762881545231782,05_results/CIC17/fase_B_pca/knn/B__StandardScaler_pca_NM_SMOTE_knn/reports/CIC17__B__StandardScaler_pca_NM_SMOTE_knn__cv_summary.csv
CIC17,B__StandardScaler_pca_NM_SMOTE_ENN_knn,StandardScaler + PCA + NearMiss_SMOTE_ENN + knn,knn,knn,KNeighborsClassifier,StandardScaler,True,33,NearMiss_SMOTE_ENN,NM_SMOTE_ENN,10000,f1_macro,B_f1_macro_mean,11,"{""metric"": ""manhattan"", ""n_neighbors"": 11}",11,"{""metric"": ""manhattan"", ""n_neighbors"": 11}",,,,manhattan,11.0,0.1585226698824388,0.0064015103563225,0.0001776520450474,3.3155286878746588e-06,0.2231201548893894,0.0082203891898784,0.2149695734884647,0.0091895748100556,0.0121129512786865,0.0010618495127896,0.2703264587663745,0.0202099766007221,0.8414773301175613,0.0064015103563225,0.0612813372336245,0.0009345586178696,0.0777427283868063,0.0181255634192232,0.1541540888693569,0.0140998477238176,0.2899804601601793,0.0090565788534534,0.8113780500471315,0.0183524998533853,0.7296735412336255,0.0202099766007221,0.1585226698824388,0.0064015103563225,0.5261227374110369,0.0043151367745673,71.65200810432434,1.337219136393874,05_results/CIC17/fase_B_pca/knn/B__StandardScaler_pca_NM_SMOTE_ENN_knn/reports/CIC17__B__StandardScaler_pca_NM_SMOTE_ENN_knn__cv_summary.csv
CIC17,B__StandardScaler_pca_NONE_knn,StandardScaler + PCA + NONE + knn,knn,knn,KNeighborsClassifier,StandardScaler,True,33,NONE,NONE,10000,f1_macro,B_f1_macro_mean,7,"{""metric"": ""manhattan"", ""n_neighbors"": 3}",7,"{""metric"": ""manhattan"", ""n_neighbors"": 3}",,,,manhattan,3.0,0.9948845580165202,0.0001612355704724,0.0020974374152119,3.762137186035863e-05,0.8075367167137587,0.0141186297915994,0.9948838955753696,0.0001593265412689,0.180411148071289,0.0366987754266074,0.2044264301846442,0.0105019575957122,0.0051154419834798,0.0001612355704724,0.0010046206588312,5.1464312490935086e-05,0.0099538678989886,0.0006486286678735,0.9830211066096776,0.0005364133915332,0.8373145674485295,0.0346420509835808,0.9948978832176152,0.0001576332939146,0.7955735698153559,0.0105019575957122,0.9948845580165202,0.0001612355704724,0.9970234288081632,7.269589707189726e-05,845.9548294067383,15.17450520438456,05_results/CIC17/fase_B_pca/knn/B__StandardScaler_pca_NONE_knn/reports/CIC17__B__StandardScaler_pca_NONE_knn__cv_summary.csv
CIC17,B__StandardScaler_pca_RUS_SMOTE_knn,StandardScaler + PCA + RUS_SMOTE + knn,knn,knn,KNeighborsClassifier,StandardScaler,True,33,RUS_SMOTE,RUS_SMOTE,10000,f1_macro,B_f1_macro_mean,7,"{""metric"": ""manhattan"", ""n_neighbors"": 3}",7,"{""metric"": ""manhattan"", ""n_neighbors"": 3}",,,,manhattan,3.0,0.9629665993501404,0.0005975604389306,0.0001858383120612,8.026346660211195e-06,0.6090873811848616,0.0138481885523546,0.9706367519470211,0.0005195746393213,0.0149245262145996,0.0003407074071272,0.1119810688025201,0.0103866503559007,0.0370334006498595,0.0005975604389307,0.0026144129251803,3.682611528267199e-05,0.0021827932278457,0.0001359514098213,0.8930556678798306,0.001490903399588,0.536991892424712,0.0205112814235755,0.9821998064173046,0.0003779544733956,0.8880189311974798,0.0103866503559007,0.9629665993501404,0.0005975604389306,0.98685951367464,0.0003312117207556,74.95375699996949,3.237233913175933,05_results/CIC17/fase_B_pca/knn/B__StandardScaler_pca_RUS_SMOTE_knn/reports/CIC17__B__StandardScaler_pca_RUS_SMOTE_knn__cv_summary.csv
CIC17,B__StandardScaler_pca_RUS_SMOTE_ENN_knn,StandardScaler + PCA + RUS_SMOTE_ENN + knn,knn,knn,KNeighborsClassifier,StandardScaler,True,33,RUS_SMOTE_ENN,RUS_SMOTE_ENN,10000,f1_macro,B_f1_macro_mean,7,"{""metric"": ""manhattan"", ""n_neighbors"": 3}",7,"{""metric"": ""manhattan"", ""n_neighbors"": 3}",,,,manhattan,3.0,0.9648742285323794,0.0009236162329866,0.0001791094199539,8.693122124852934e-07,0.6186900977553312,0.0131853221234711,0.972119273174933,0.0007873876872247,0.0138430118560791,0.0003526794048119,0.1078720104164388,0.0136168532881068,0.0351257714676206,0.0009236162329866,0.0027426659975157,5.015206435969568e-05,0.0060142184951158,0.0005427236500374,0.8968999068818458,0.0023054837538497,0.5502857487408243,0.0200601633018928,0.9826649359170327,0.0005376504893779,0.8921279895835612,0.0136168532881067,0.9648742285323794,0.0009236162329866,0.9863807125909404,0.0004547738762824,72.23980827331543,0.3506086870121135,05_results/CIC17/fase_B_pca/knn/B__StandardScaler_pca_RUS_SMOTE_ENN_knn/reports/CIC17__B__StandardScaler_pca_RUS_SMOTE_ENN_knn__cv_summary.csv
