dataset,experiment,phase,model_family,model,model_display_name,scaler,use_pca,n_components_pca,rebalanceo,rebalanceo_short,label_col,n_splits,shuffle,random_state,n_values,input_dataset,rows_train,features_train,nearmiss_version,smote_k_neighbors,enn_n_neighbors,model_param_n_neighbors,model_param_weights,model_param_metric,model_param_p
CIC17,A2__StandardScaler_pca_NM_SMOTE_knn,A2_sampling_size,knn,knn,KNeighborsClassifier,StandardScaler,True,33,NearMiss_SMOTE,NM_SMOTE,LABEL,5,True,42,"500,1000,2000,5000,10000,20000,30000,40000",CIC17__split__train.csv,2016639,47,1,5,3,5,distance,minkowski,2
