n,mean_accuracy,std_accuracy,mean_precision_weighted,std_precision_weighted,mean_recall_weighted,std_recall_weighted,mean_f1_weighted,std_f1_weighted,mean_precision_macro,std_precision_macro,mean_recall_macro,std_recall_macro,mean_f1_macro,std_f1_macro,mean_fpr_weighted,std_fpr_weighted,mean_fnr_weighted,std_fnr_weighted,mean_fpr_macro,std_fpr_macro,mean_fnr_macro,std_fnr_macro,mean_mcc,std_mcc,mean_roc_auc,std_roc_auc,mean_detection_latency_seconds,std_detection_latency_seconds,mean_fit_time,mean_score_time
500,0.112631,0.003091,0.797921,0.03017,0.112631,0.003091,0.156147,0.006179,0.266192,0.018529,0.51422,0.026086,0.134998,0.020382,0.058942,0.013388,0.887369,0.003091,0.063087,0.001024,0.48578,0.026086,0.113313,0.011277,0.505642,0.024874,2e-06,0.0,0.000904,0.722867
1000,0.121935,0.005107,0.783856,0.044978,0.121935,0.005107,0.165127,0.01137,0.287378,0.031861,0.605042,0.023898,0.182884,0.036047,0.069961,0.018859,0.878065,0.005107,0.063202,0.001455,0.394958,0.023898,0.117962,0.014664,0.50447,0.010429,3e-06,0.0,0.001296,1.235944
2000,0.12398,0.004857,0.85332,0.023332,0.12398,0.004857,0.165604,0.009237,0.301188,0.007803,0.644883,0.02655,0.208174,0.006848,0.038175,0.010589,0.87602,0.004857,0.060946,0.000795,0.355117,0.02655,0.130769,0.010877,0.527113,0.004119,6e-06,0.0,0.002455,2.315117
5000,0.136631,0.005809,0.827076,0.02153,0.136631,0.005809,0.178966,0.011011,0.277951,0.008426,0.712442,0.02269,0.197211,0.009618,0.055096,0.013457,0.863369,0.005809,0.061231,0.000662,0.287558,0.02269,0.137202,0.010905,0.531333,0.003822,1.3e-05,0.0,0.005978,5.434687
10000,0.156362,0.005857,0.82394,0.009035,0.156362,0.005857,0.209266,0.011354,0.282874,0.008659,0.727347,0.021926,0.211424,0.009441,0.068756,0.010172,0.843638,0.005857,0.060826,0.000373,0.272653,0.021926,0.15047,0.009955,0.524002,0.005873,2.7e-05,0.0,0.010779,10.715124
20000,0.18886,0.008141,0.882862,0.023109,0.18886,0.008141,0.251542,0.013881,0.295745,0.010162,0.747945,0.01811,0.234724,0.011561,0.045653,0.010937,0.81114,0.008141,0.05712,0.00118,0.252055,0.01811,0.196174,0.013464,0.55033,0.009947,5.4e-05,2e-06,0.02103,21.676294
30000,0.25526,0.030265,0.929364,0.014232,0.25526,0.030265,0.328767,0.042918,0.311214,0.012949,0.797818,0.020847,0.270615,0.013732,0.026841,0.005175,0.74474,0.030265,0.051439,0.002123,0.202182,0.020847,0.271319,0.010712,0.603798,0.032838,8.3e-05,5e-06,0.029851,33.474379
40000,0.328443,0.065337,0.961086,0.005991,0.328443,0.065337,0.423927,0.083502,0.316274,0.012052,0.814153,0.01845,0.290007,0.013909,0.004419,0.002023,0.671557,0.065337,0.045065,0.004291,0.185847,0.01845,0.319161,0.02167,0.681105,0.048265,0.000107,2e-06,0.039499,43.04931
