dataset,experiment,descripcion_experimento,scaler,use_pca,n_components_pca,rebalanceo,rebalanceo_short,model,model_display_name,n,param_id,params,fold,train_original_rows_A,train_balanceado_rows_A,val_rows_B,param_C,B_accuracy,B_precision_weighted,B_recall_weighted,B_f1_weighted,B_precision_macro,B_recall_macro,B_f1_macro,B_mcc,B_roc_auc,B_detection_latency_seconds,B_fpr_macro,B_fnr_macro,B_fpr_weighted,B_fnr_weighted,B_score_time,B_fit_time
CIC18,C__RobustScaler_no_pca_RUS_SMOTE_ENN_logreg,RobustScaler + sin PCA + RUS_SMOTE_ENN + logreg,RobustScaler,False,,RUS_SMOTE_ENN,RUS_SMOTE_ENN,logreg,LogisticRegression,10000,1,"{""C"": 0.01}",1,2225871,147921,556468,0.01,0.053589784138530876,0.6097676880094975,0.053589784138530876,0.08194108096132799,0.07587279815266852,0.23971351664376436,0.024731134706595725,0.015877373456394898,0.6902497581138538,7.87627756374103e-08,0.06426376881374699,0.7602864833562357,0.017546316344735597,0.9464102158614691,0.04382896423339844,53.74910235404968
CIC18,C__RobustScaler_no_pca_RUS_SMOTE_ENN_logreg,RobustScaler + sin PCA + RUS_SMOTE_ENN + logreg,RobustScaler,False,,RUS_SMOTE_ENN,RUS_SMOTE_ENN,logreg,LogisticRegression,10000,1,"{""C"": 0.01}",2,2225871,147873,556468,0.01,0.056053537669731236,0.6133864887736578,0.05605353766973124,0.08208759192917851,0.08272892599027905,0.24362886394007968,0.027355753269046334,0.019847471994657417,0.6921463295771608,7.796071769323719e-08,0.06409802077517575,0.7563711360599203,0.01752384929736735,0.9439464623302688,0.04338264465332031,53.605080127716064
CIC18,C__RobustScaler_no_pca_RUS_SMOTE_ENN_logreg,RobustScaler + sin PCA + RUS_SMOTE_ENN + logreg,RobustScaler,False,,RUS_SMOTE_ENN,RUS_SMOTE_ENN,logreg,LogisticRegression,10000,1,"{""C"": 0.01}",3,2225871,148007,556468,0.01,0.09775225170180496,0.6221567739573078,0.09775225170180496,0.10446375032664186,0.09766549689023184,0.2497247991426104,0.058452778187811874,0.0712731751844356,0.6954931823337585,8.565696066929577e-08,0.06158218355329867,0.7502752008573895,0.021485005001285012,0.9022477482981951,0.04766535758972168,53.82987356185913
CIC18,C__RobustScaler_no_pca_RUS_SMOTE_ENN_logreg,RobustScaler + sin PCA + RUS_SMOTE_ENN + logreg,RobustScaler,False,,RUS_SMOTE_ENN,RUS_SMOTE_ENN,logreg,LogisticRegression,10000,1,"{""C"": 0.01}",4,2225871,147953,556468,0.01,0.09882329262419402,0.620953387133347,0.09882329262419402,0.10398775463838036,0.09735600097878877,0.24998001977352793,0.05824585168581446,0.0729627860390725,0.6870163753992735,8.411754069418146e-08,0.061519059015723666,0.7500199802264721,0.02160917786004903,0.901176707375806,0.046808719635009766,53.64084482192993
CIC18,C__RobustScaler_no_pca_RUS_SMOTE_ENN_logreg,RobustScaler + sin PCA + RUS_SMOTE_ENN + logreg,RobustScaler,False,,RUS_SMOTE_ENN,RUS_SMOTE_ENN,logreg,LogisticRegression,10000,1,"{""C"": 0.01}",5,2225872,148019,556467,0.01,0.062230105289262434,0.6093764002269564,0.062230105289262434,0.08448731290587538,0.07807909633020686,0.2542783578133074,0.029037521295540002,0.02730539694329791,0.68967159134506,8.166009963804359e-08,0.06371243964682186,0.7457216421866927,0.017916699991590106,0.9377698947107376,0.0454411506652832,53.70677900314331
CIC18,C__RobustScaler_no_pca_RUS_SMOTE_ENN_logreg,RobustScaler + sin PCA + RUS_SMOTE_ENN + logreg,RobustScaler,False,,RUS_SMOTE_ENN,RUS_SMOTE_ENN,logreg,LogisticRegression,10000,2,"{""C"": 0.1}",1,2225871,147921,556468,0.1,0.09748628851973519,0.6229666824271297,0.09748628851973519,0.10250800430005619,0.09723725208043052,0.2447211252315488,0.057386947527138465,0.07197900535807747,0.6854111178531058,8.267537881379326e-08,0.06158712554849446,0.7552788747684512,0.02129317174715202,0.9025137114802648,0.046006202697753906,53.70420289039612
CIC18,C__RobustScaler_no_pca_RUS_SMOTE_ENN_logreg,RobustScaler + sin PCA + RUS_SMOTE_ENN + logreg,RobustScaler,False,,RUS_SMOTE_ENN,RUS_SMOTE_ENN,logreg,LogisticRegression,10000,2,"{""C"": 0.1}",2,2225871,147873,556468,0.1,0.09768216680923252,0.6229012682179865,0.09768216680923252,0.10150569889752986,0.09728471401138372,0.24331432176514564,0.05749123779470388,0.07263169112818053,0.6905684724584115,7.809739316556156e-08,0.06158408795108888,0.7566856782348543,0.02144348607556556,0.9023178331907675,0.04345870018005371,54.1980938911438
CIC18,C__RobustScaler_no_pca_RUS_SMOTE_ENN_logreg,RobustScaler + sin PCA + RUS_SMOTE_ENN + logreg,RobustScaler,False,,RUS_SMOTE_ENN,RUS_SMOTE_ENN,logreg,LogisticRegression,10000,2,"{""C"": 0.1}",3,2225871,148007,556468,0.1,0.09617264604613383,0.6207584261525105,0.09617264604613383,0.10237695242930504,0.09717466582326431,0.24536490729699223,0.05781785147469918,0.06959103765958916,0.6903790640955958,9.048730322410758e-08,0.061709706885217507,0.7546350927030079,0.02181824932439664,0.9038273539538662,0.050353288650512695,55.11395049095154
CIC18,C__RobustScaler_no_pca_RUS_SMOTE_ENN_logreg,RobustScaler + sin PCA + RUS_SMOTE_ENN + logreg,RobustScaler,False,,RUS_SMOTE_ENN,RUS_SMOTE_ENN,logreg,LogisticRegression,10000,2,"{""C"": 0.1}",4,2225871,147953,556468,0.1,0.056326689045910996,0.6096186946216049,0.056326689045910996,0.08259657839626162,0.07654710554968061,0.25056310247502794,0.02605366233223422,0.019779772743328837,0.6887480250988675,9.053657494610539e-08,0.06407820795899258,0.7494368975249721,0.017499808430799423,0.943673310954089,0.050380706787109375,54.58031630516052
CIC18,C__RobustScaler_no_pca_RUS_SMOTE_ENN_logreg,RobustScaler + sin PCA + RUS_SMOTE_ENN + logreg,RobustScaler,False,,RUS_SMOTE_ENN,RUS_SMOTE_ENN,logreg,LogisticRegression,10000,2,"{""C"": 0.1}",5,2225872,148019,556467,0.1,0.05359347454566039,0.6093604600568723,0.05359347454566039,0.08164102918698586,0.07603728420911558,0.24114323713439542,0.025099989682600934,0.015972288180903807,0.6888932110181831,7.988331530485909e-08,0.0642690186835805,0.7588567628656047,0.01762875479936786,0.9464065254543396,0.04445242881774902,54.61489391326904
