dataset,experiment,descripcion_experimento,scaler,use_pca,n_components_pca,rebalanceo,rebalanceo_short,model,model_display_name,n,param_id,params,fold,train_original_rows_A,train_balanceado_rows_A,val_rows_B,param_alpha,param_hidden_layer_sizes,B_accuracy,B_precision_weighted,B_recall_weighted,B_f1_weighted,B_precision_macro,B_recall_macro,B_f1_macro,B_mcc,B_roc_auc,B_detection_latency_seconds,B_fpr_macro,B_fnr_macro,B_fpr_weighted,B_fnr_weighted,B_score_time,B_fit_time
CIC18,B__RobustScaler_pca_NONE_mlp,RobustScaler + PCA + NONE + mlp,RobustScaler,True,3,NONE,NONE,mlp,MLPClassifier,10000,1,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [50]}",1,2225871,2225871,556468,0.0001,"(50,)",0.6113109828417806,0.37371063997742326,0.6113109828417806,0.46385462680337736,0.040754504949724026,0.06666568679326632,0.05058503468125145,-0.0007739944565360604,0.6141009985213186,1.7370038648231175e-07,0.06666710267950876,0.9333343132067337,0.611317523034412,0.38868901715821935,0.09665870666503906,59.45703625679016
CIC18,B__RobustScaler_pca_NONE_mlp,RobustScaler + PCA + NONE + mlp,RobustScaler,True,3,NONE,NONE,mlp,MLPClassifier,10000,1,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [50]}",2,2225871,2225871,556468,0.0001,"(50,)",0.6104340231603614,0.3837483933402175,0.6104340231603614,0.463572870253376,0.06259992347515486,0.06674821241828473,0.05090655003133535,-0.00904507629168654,0.6425467235548514,2.22345714936119e-07,0.06671999329843216,0.9332517875817153,0.6112339226368438,0.38956597683963856,0.12372827529907227,31.62482190132141
CIC18,B__RobustScaler_pca_NONE_mlp,RobustScaler + PCA + NONE + mlp,RobustScaler,True,3,NONE,NONE,mlp,MLPClassifier,10000,1,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [50]}",3,2225871,2225871,556468,0.0001,"(50,)",0.6107826505746962,0.37817793184983145,0.6107826505746962,0.46384202632435473,0.04819239783895233,0.06675010557693359,0.050862042599092626,0.0005672070083147348,0.5590104178752153,1.841781252775861e-07,0.06666856306280954,0.9332498944230665,0.6108110965168392,0.3892173494253039,0.10248923301696777,44.2344331741333
CIC18,B__RobustScaler_pca_NONE_mlp,RobustScaler + PCA + NONE + mlp,RobustScaler,True,3,NONE,NONE,mlp,MLPClassifier,10000,1,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [50]}",4,2225871,2225871,556468,0.0001,"(50,)",0.6106622483233537,0.3770536089661403,0.6106622483233537,0.4635570796005351,0.04653505822157165,0.06660050994707853,0.05056371465779798,-0.009494223016593518,0.7007353364636041,2.0367730214578193e-07,0.06671078972650685,0.9333994900529216,0.6113240942209563,0.38933775167664625,0.11333990097045898,42.657206296920776
CIC18,B__RobustScaler_pca_NONE_mlp,RobustScaler + PCA + NONE + mlp,RobustScaler,True,3,NONE,NONE,mlp,MLPClassifier,10000,1,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [50]}",5,2225872,2225872,556467,0.0001,"(50,)",0.6099355397534805,0.37352896938384633,0.6099355397534805,0.46331838401478015,0.040734619908307526,0.06651557018833167,0.05052646465548683,-0.009108154906521063,0.7003400766069896,1.758939368757895e-07,0.06672686997188625,0.9334844298116683,0.6108385893317742,0.3900644602465196,0.09787917137145996,50.823248863220215
CIC18,B__RobustScaler_pca_NONE_mlp,RobustScaler + PCA + NONE + mlp,RobustScaler,True,3,NONE,NONE,mlp,MLPClassifier,10000,2,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [100]}",1,2225871,2225871,556468,0.0001,"(100,)",0.6080978600746134,0.37573105451367894,0.6080978600746134,0.4631683250728625,0.05395813133548748,0.06821447403837747,0.05380350130416889,-0.0037991120552314387,0.7048332124260307,2.5981750219009145e-07,0.06674084378304676,0.9317855259616225,0.6092105168203148,0.39190213992538653,0.14458012580871582,61.691611766815186
CIC18,B__RobustScaler_pca_NONE_mlp,RobustScaler + PCA + NONE + mlp,RobustScaler,True,3,NONE,NONE,mlp,MLPClassifier,10000,2,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [100]}",2,2225871,2225871,556468,0.0001,"(100,)",0.6091060042985401,0.37370557252361347,0.6091060042985401,0.4629120385451775,0.04300296654901014,0.06647695779297363,0.05055430082018516,-0.012576722787520986,0.6116594579995692,2.841851536414279e-07,0.06678217137199294,0.9335230422070263,0.610838574878434,0.39089399570145994,0.15813994407653809,58.34184217453003
CIC18,B__RobustScaler_pca_NONE_mlp,RobustScaler + PCA + NONE + mlp,RobustScaler,True,3,NONE,NONE,mlp,MLPClassifier,10000,2,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [100]}",3,2225871,2225871,556468,0.0001,"(100,)",0.6110558019508758,0.3736567070655731,0.6110558019508758,0.46373961272886244,0.04074862336946427,0.06663785838869618,0.05057249197797335,-0.005510392472962216,0.6917399830082276,2.713200928029203e-07,0.06668294443592294,0.9333621416113037,0.61129996848972,0.3889441980491241,0.15098094940185547,44.377012968063354
CIC18,B__RobustScaler_pca_NONE_mlp,RobustScaler + PCA + NONE + mlp,RobustScaler,True,3,NONE,NONE,mlp,MLPClassifier,10000,2,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [100]}",4,2225871,2225871,556468,0.0001,"(100,)",0.6100404695328393,0.3735320362756178,0.6100404695328393,0.4633510136760802,0.040735027566233664,0.06652713269445588,0.0505301138374392,-0.00801618939229949,0.6173020704052629,2.6134878161983226e-07,0.06672101173131059,0.9334728673055442,0.6108556455024982,0.38995953046716075,0.1454322338104248,54.72831630706787
CIC18,B__RobustScaler_pca_NONE_mlp,RobustScaler + PCA + NONE + mlp,RobustScaler,True,3,NONE,NONE,mlp,MLPClassifier,10000,2,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [100]}",5,2225872,2225872,556467,0.0001,"(100,)",0.6106363899386666,0.38132780915214903,0.6106363899386666,0.46382470757842476,0.06777763788670457,0.06743802927446442,0.052196535086375645,-0.0014105722934645896,0.5860551168155408,3.100113767196311e-07,0.06668951470864863,0.9325619707255356,0.6109791105683963,0.38936361006133335,0.17251110076904297,33.669569969177246
