dataset,experiment,descripcion_experimento,scaler,use_pca,n_components_pca,rebalanceo,rebalanceo_short,model,model_display_name,n,param_id,params,fold,train_original_rows_A,train_balanceado_rows_A,val_rows_B,param_metric,param_n_neighbors,B_accuracy,B_precision_weighted,B_recall_weighted,B_f1_weighted,B_precision_macro,B_recall_macro,B_f1_macro,B_mcc,B_roc_auc,B_detection_latency_seconds,B_fpr_macro,B_fnr_macro,B_fpr_weighted,B_fnr_weighted,B_score_time,B_fit_time
CIC18,B__RobustScaler_pca_NM_SMOTE_ENN_knn,RobustScaler + PCA + NearMiss_SMOTE_ENN + knn,RobustScaler,True,3,NearMiss_SMOTE_ENN,NM_SMOTE_ENN,knn,KNeighborsClassifier,10000,1,"{""metric"": ""euclidean"", ""n_neighbors"": 3}",1,2225871,149175,556468,euclidean,3,0.14893758491054293,0.8759328457914797,0.14893758491054293,0.1504689822180088,0.46097618584119326,0.6554217913354766,0.35317232493385736,0.18105816528987093,0.5721698220651005,2.175554324335402e-06,0.05723646513610173,0.34457820866452327,0.00748456195206892,0.8510624150894571,1.2106263637542725,0.03964591026306152
CIC18,B__RobustScaler_pca_NM_SMOTE_ENN_knn,RobustScaler + PCA + NearMiss_SMOTE_ENN + knn,RobustScaler,True,3,NearMiss_SMOTE_ENN,NM_SMOTE_ENN,knn,KNeighborsClassifier,10000,1,"{""metric"": ""euclidean"", ""n_neighbors"": 3}",2,2225871,148893,556468,euclidean,3,0.15017754839451686,0.8800787581528687,0.15017754839451686,0.15206768764360462,0.471404730292095,0.6573110054820552,0.3557032733941426,0.18108452948128062,0.5724565400697339,2.2064468371285183e-06,0.057153726326743766,0.3426889945179449,0.0074834432956733836,0.8498224516054832,1.2278170585632324,0.03987574577331543
CIC18,B__RobustScaler_pca_NM_SMOTE_ENN_knn,RobustScaler + PCA + NearMiss_SMOTE_ENN + knn,RobustScaler,True,3,NearMiss_SMOTE_ENN,NM_SMOTE_ENN,knn,KNeighborsClassifier,10000,1,"{""metric"": ""euclidean"", ""n_neighbors"": 3}",3,2225871,149077,556468,euclidean,3,0.15014160742396687,0.8825452225589169,0.15014160742396687,0.15362373429806445,0.45247293017154866,0.6552005317404856,0.3398738528555235,0.18148530093211732,0.5730144688179223,2.2381838243917017e-06,0.057133593876404515,0.3447994682595143,0.007145515570034623,0.8498583925760331,1.2454776763916016,0.03909897804260254
CIC18,B__RobustScaler_pca_NM_SMOTE_ENN_knn,RobustScaler + PCA + NearMiss_SMOTE_ENN + knn,RobustScaler,True,3,NearMiss_SMOTE_ENN,NM_SMOTE_ENN,knn,KNeighborsClassifier,10000,1,"{""metric"": ""euclidean"", ""n_neighbors"": 3}",4,2225871,149085,556468,euclidean,3,0.15643127727021142,0.8831558474041517,0.15643127727021142,0.1545605149280696,0.4329056137637218,0.6778593840195207,0.32774547155235084,0.18862113527958269,0.574796411347775,2.309162953302727e-06,0.056759397528537696,0.3221406159804791,0.007822240198276802,0.8435687227297886,1.284975290298462,0.03943943977355957
CIC18,B__RobustScaler_pca_NM_SMOTE_ENN_knn,RobustScaler + PCA + NearMiss_SMOTE_ENN + knn,RobustScaler,True,3,NearMiss_SMOTE_ENN,NM_SMOTE_ENN,knn,KNeighborsClassifier,10000,1,"{""metric"": ""euclidean"", ""n_neighbors"": 3}",5,2225872,149300,556467,euclidean,3,0.1542445463971808,0.8871790210916742,0.1542445463971808,0.16063555379662986,0.44441486696893284,0.6684781568110376,0.3399825219923844,0.1865718327011675,0.5744751132805064,2.187018428600584e-06,0.056857443661234304,0.3315218431889624,0.007106201315695344,0.8457554536028192,1.217003583908081,0.03949880599975586
CIC18,B__RobustScaler_pca_NM_SMOTE_ENN_knn,RobustScaler + PCA + NearMiss_SMOTE_ENN + knn,RobustScaler,True,3,NearMiss_SMOTE_ENN,NM_SMOTE_ENN,knn,KNeighborsClassifier,10000,2,"{""metric"": ""euclidean"", ""n_neighbors"": 5}",1,2225871,149175,556468,euclidean,5,0.1500032346873495,0.8754953137296363,0.1500032346873495,0.15161924879958147,0.46004241991942296,0.656157749685582,0.3534371817416949,0.18218808169797707,0.5723268298588946,2.4998136690518e-06,0.05717152799364142,0.34384225031441784,0.007576154591970891,0.8499967653126504,1.391066312789917,0.03897523880004883
CIC18,B__RobustScaler_pca_NM_SMOTE_ENN_knn,RobustScaler + PCA + NearMiss_SMOTE_ENN + knn,RobustScaler,True,3,NearMiss_SMOTE_ENN,NM_SMOTE_ENN,knn,KNeighborsClassifier,10000,2,"{""metric"": ""euclidean"", ""n_neighbors"": 5}",2,2225871,148893,556468,euclidean,5,0.15041655584867414,0.8786156024146216,0.15041655584867414,0.15200913692845255,0.46941368116842397,0.6574866300204981,0.35509443733029006,0.18120052136768872,0.5726018117102294,2.5936600183668888e-06,0.057143665909055015,0.3425133699795019,0.007571544484499265,0.8495834441513259,1.443288803100586,0.03953051567077637
CIC18,B__RobustScaler_pca_NM_SMOTE_ENN_knn,RobustScaler + PCA + NearMiss_SMOTE_ENN + knn,RobustScaler,True,3,NearMiss_SMOTE_ENN,NM_SMOTE_ENN,knn,KNeighborsClassifier,10000,2,"{""metric"": ""euclidean"", ""n_neighbors"": 5}",3,2225871,149077,556468,euclidean,5,0.15104192873624359,0.8847515005191837,0.15104192873624359,0.15525983820317105,0.45267340308667897,0.6562627737993627,0.3395265837819707,0.18238205921688477,0.5740059675354922,2.607080350089824e-06,0.05707174590419601,0.34373722620063724,0.007118117299183709,0.8489580712637564,1.4507567882537842,0.03997611999511719
CIC18,B__RobustScaler_pca_NM_SMOTE_ENN_knn,RobustScaler + PCA + NearMiss_SMOTE_ENN + knn,RobustScaler,True,3,NearMiss_SMOTE_ENN,NM_SMOTE_ENN,knn,KNeighborsClassifier,10000,2,"{""metric"": ""euclidean"", ""n_neighbors"": 5}",4,2225871,149085,556468,euclidean,5,0.15664692309351122,0.8820036593391128,0.15664692309351122,0.1541474090154726,0.4309491415179681,0.6732223489254985,0.3265265002328954,0.18869711597968913,0.5752387914651022,2.7308989021210618e-06,0.05675221597889658,0.3267776510745016,0.007930162776959982,0.8433530769064888,1.519657850265503,0.039923906326293945
CIC18,B__RobustScaler_pca_NM_SMOTE_ENN_knn,RobustScaler + PCA + NearMiss_SMOTE_ENN + knn,RobustScaler,True,3,NearMiss_SMOTE_ENN,NM_SMOTE_ENN,knn,KNeighborsClassifier,10000,2,"{""metric"": ""euclidean"", ""n_neighbors"": 5}",5,2225872,149300,556467,euclidean,5,0.1543415871920527,0.886632494677749,0.1543415871920527,0.16048297156687288,0.443315875214315,0.6667187552399607,0.33965160928119603,0.18659460710193934,0.5746407237553536,2.5854727052424747e-06,0.05685478162230351,0.33328124476003934,0.007163311526605429,0.8456584128079473,1.438730239868164,0.03911447525024414
CIC18,B__RobustScaler_pca_NM_SMOTE_ENN_knn,RobustScaler + PCA + NearMiss_SMOTE_ENN + knn,RobustScaler,True,3,NearMiss_SMOTE_ENN,NM_SMOTE_ENN,knn,KNeighborsClassifier,10000,3,"{""metric"": ""euclidean"", ""n_neighbors"": 7}",1,2225871,149175,556468,euclidean,7,0.1500966812107794,0.8742225331521591,0.1500966812107794,0.15157908158516858,0.459085884591177,0.6613327775117159,0.35325638819148764,0.1821650798490007,0.5726746750349786,2.84690981423955e-06,0.05716965222586585,0.33866722248828407,0.007641464598767197,0.8499033187892205,1.584214210510254,0.039279937744140625
CIC18,B__RobustScaler_pca_NM_SMOTE_ENN_knn,RobustScaler + PCA + NearMiss_SMOTE_ENN + knn,RobustScaler,True,3,NearMiss_SMOTE_ENN,NM_SMOTE_ENN,knn,KNeighborsClassifier,10000,3,"{""metric"": ""euclidean"", ""n_neighbors"": 7}",2,2225871,148893,556468,euclidean,7,0.15062501347786394,0.8775015614384994,0.15062501347786394,0.15163390072181565,0.46766517485649534,0.6576002816811675,0.3541271387632703,0.18131934910499634,0.5734271568136403,3.0271834768861267e-06,0.05713742725166185,0.3423997183188326,0.007686422252791806,0.849374986522136,1.6845307350158691,0.039247989654541016
