dataset,experiment,selection_metric,selection_column,best_param_id,best_params,param_id,param_metric,param_n_neighbors,B_accuracy_mean,B_accuracy_std,B_accuracy_var,B_precision_weighted_mean,B_precision_weighted_std,B_precision_weighted_var,B_recall_weighted_mean,B_recall_weighted_std,B_recall_weighted_var,B_f1_weighted_mean,B_f1_weighted_std,B_f1_weighted_var,B_precision_macro_mean,B_precision_macro_std,B_precision_macro_var,B_recall_macro_mean,B_recall_macro_std,B_recall_macro_var,B_f1_macro_mean,B_f1_macro_std,B_f1_macro_var,B_fpr_weighted_mean,B_fpr_weighted_std,B_fpr_weighted_var,B_fnr_weighted_mean,B_fnr_weighted_std,B_fnr_weighted_var,B_fpr_macro_mean,B_fpr_macro_std,B_fpr_macro_var,B_fnr_macro_mean,B_fnr_macro_std,B_fnr_macro_var,B_mcc_mean,B_mcc_std,B_mcc_var,B_roc_auc_mean,B_roc_auc_std,B_roc_auc_var,B_detection_latency_seconds_mean,B_detection_latency_seconds_std,B_detection_latency_seconds_var,B_fit_time_mean,B_fit_time_std,B_fit_time_var,B_score_time_mean,B_score_time_std,B_score_time_var
CIC17,C__StandardScaler_no_pca_NONE_knn,f1_macro,B_f1_macro_mean,8,"{""metric"": ""manhattan"", ""n_neighbors"": 5}",8,manhattan,5,0.9960325075573397,2.3806314891794594e-05,5.667406287272811e-10,0.9960254357351099,3.2302505644019816e-05,1.043451870881932e-09,0.9960325075573397,2.3806314891794594e-05,5.667406287272811e-10,0.9960188304888536,2.7060796023698975e-05,7.322866814362422e-10,0.8421226061891985,0.010366562859282592,0.00010746562551545728,0.8040765422317557,0.010276609199958786,0.00010560869664867757,0.8144841448965657,0.010189703923697776,0.00010383006605262185,0.007093669750012592,0.0003627776365170685,1.3160761355691026e-07,0.003967492442660221,2.380631489177045e-05,5.667406287261316e-10,0.0007374108128448541,2.5404547707055588e-05,6.453910442000634e-10,0.19592345776824438,0.010276609199958767,0.00010560869664867718,0.9868327666608275,8.270972590156922e-05,6.8408987587127114e-09,0.9982616929315892,6.658739632956382e-05,4.4338813499504085e-09,0.0014140049621412132,3.206884111050356e-06,1.0284105701707232e-11,0.1844325065612793,0.009198355494017242,8.460974379431718e-05,570.3075109004974,1.2936085157771877,1.6734229920912584
