dataset,experiment,variance_threshold,selected_components,selected_cumulative_variance,n_samples,n_features,n_components_total,figure_path
CIC18,A1__RobustScaler,0.99,3,0.9904905847519699,2782339,54,54,/home/javier/TFG/05_results/CIC18/fase_A1_pca_components/A1__RobustScaler/figures/CIC18__A1__RobustScaler__pca_cumulative_variance.pdf
