dataset,experiment,descripcion_experimento,model_family,model,model_display_name,scaler,use_pca,n_components_pca,rebalanceo,rebalanceo_short,n,B_accuracy_mean,B_accuracy_std,B_detection_latency_seconds_mean,B_detection_latency_seconds_std,B_f1_macro_mean,B_f1_macro_std,B_f1_weighted_mean,B_f1_weighted_std,B_fit_time_mean,B_fit_time_std,B_fnr_macro_mean,B_fnr_macro_std,B_fnr_weighted_mean,B_fnr_weighted_std,B_fpr_macro_mean,B_fpr_macro_std,B_fpr_weighted_mean,B_fpr_weighted_std,B_mcc_mean,B_mcc_std,B_precision_macro_mean,B_precision_macro_std,B_precision_weighted_mean,B_precision_weighted_std,B_recall_macro_mean,B_recall_macro_std,B_recall_weighted_mean,B_recall_weighted_std,B_roc_auc_mean,B_roc_auc_std,B_score_time_mean,B_score_time_std,source_file
CIC17,A2__RobustScaler_pca_RUS_SMOTE_ENN_knn,RobustScaler + PCA + RUS_SMOTE_ENN + knn,knn,knn,KNeighborsClassifier,RobustScaler,True,3,RUS_SMOTE_ENN,RUS_SMOTE_ENN,2000,0.8061948600258445,0.0023384112244802,1.5118856458704572e-06,6.082054068090732e-08,0.3267420273267828,0.0048589232801071,0.8528499723470322,0.0014535602402014,0.0062328338623046,0.0010648996008169,0.2294317670716395,0.0139643097618595,0.1938051399741555,0.0023384112244802,0.0165035096223084,0.0001467534472513,0.0537475043604713,0.0032032075139694,0.5734736154597483,0.0026814146245761,0.2742014481561863,0.0042168370598693,0.921458375864214,0.0017677993810026,0.7705682329283604,0.0139643097618595,0.8061948600258445,0.0023384112244802,0.918423217019498,0.0015070395565244,0.609785509109497,0.0245305553138117,05_results/CIC17/fase_A2_sampling_size/knn/A2__RobustScaler_pca_RUS_SMOTE_ENN_knn/reports/CIC17__A2__RobustScaler_pca_RUS_SMOTE_ENN_knn__cv_summary.csv
CIC17,A2__RobustScaler_pca_RUS_SMOTE_ENN_knn,RobustScaler + PCA + RUS_SMOTE_ENN + knn,knn,knn,KNeighborsClassifier,RobustScaler,True,3,RUS_SMOTE_ENN,RUS_SMOTE_ENN,5000,0.8362904781985652,0.0047395360085088,1.622210079061462e-06,2.933063569616016e-08,0.3543425877366059,0.0044415114925837,0.874837210376891,0.0031944085690271,0.0173758029937744,0.0013379959063987,0.2211418119279725,0.0260117064893677,0.1637095218014347,0.0047395360085088,0.0138657501252385,0.0002453085481518,0.0442767300771436,0.0016201560411351,0.6226175392133868,0.0076455259784788,0.2957674908986379,0.003545442391576,0.9309481319942166,0.0014318539131149,0.7788581880720276,0.0260117064893676,0.8362904781985652,0.0047395360085088,0.9331422791246642,0.0013075709749234,0.6542824268341064,0.0118301740085067,05_results/CIC17/fase_A2_sampling_size/knn/A2__RobustScaler_pca_RUS_SMOTE_ENN_knn/reports/CIC17__A2__RobustScaler_pca_RUS_SMOTE_ENN_knn__cv_summary.csv
CIC17,A2__RobustScaler_pca_RUS_SMOTE_ENN_knn,RobustScaler + PCA + RUS_SMOTE_ENN + knn,knn,knn,KNeighborsClassifier,RobustScaler,True,3,RUS_SMOTE_ENN,RUS_SMOTE_ENN,10000,0.8588135998424111,0.0012342614583927,1.7157631448673275e-06,4.394504338824472e-08,0.3758638445053785,0.0027384143016165,0.8914588873519206,0.0008020905269482,0.0364687919616699,0.0003825433865697,0.2218968351324657,0.0274470131026196,0.141186400157589,0.0012342614583927,0.0120539448074066,6.220006785275242e-05,0.0396227719535102,0.000976641222897,0.6601889178120713,0.0031174259016994,0.313830072185345,0.0024717565516445,0.938133017830185,0.0011362008465466,0.7781031648675343,0.0274470131026197,0.8588135998424111,0.0012342614583927,0.9441465544606792,0.0007225874753216,0.6920149803161622,0.017724543609746,05_results/CIC17/fase_A2_sampling_size/knn/A2__RobustScaler_pca_RUS_SMOTE_ENN_knn/reports/CIC17__A2__RobustScaler_pca_RUS_SMOTE_ENN_knn__cv_summary.csv
CIC17,A2__RobustScaler_pca_RUS_SMOTE_ENN_knn,RobustScaler + PCA + RUS_SMOTE_ENN + knn,knn,knn,KNeighborsClassifier,RobustScaler,True,3,RUS_SMOTE_ENN,RUS_SMOTE_ENN,20000,0.8800687677620201,0.0019116169678873,1.8084401668896371e-06,2.5267523559559506e-08,0.4007154701956644,0.0053668697835013,0.9072557663794854,0.000915695195384,0.080060338973999,0.0006477887331003,0.2165259516640946,0.0300634826972622,0.1199312322379797,0.0019116169678873,0.0104105050621701,0.0001447966161238,0.0362263436945728,0.0004129408209127,0.6983120073293578,0.0043635928074476,0.3360716741688039,0.0029507414669812,0.94529227198722,0.0008027008525839,0.7834740483359054,0.0300634826972622,0.8800687677620201,0.0019116169678873,0.9524915834137836,0.0008578379565436,0.7293941974639893,0.0101914116862662,05_results/CIC17/fase_A2_sampling_size/knn/A2__RobustScaler_pca_RUS_SMOTE_ENN_knn/reports/CIC17__A2__RobustScaler_pca_RUS_SMOTE_ENN_knn__cv_summary.csv
CIC17,A2__RobustScaler_pca_RUS_SMOTE_ENN_knn,RobustScaler + PCA + RUS_SMOTE_ENN + knn,knn,knn,KNeighborsClassifier,RobustScaler,True,3,RUS_SMOTE_ENN,RUS_SMOTE_ENN,30000,0.8909586696617776,0.0017112641412058,1.941455110256858e-06,1.908457229644691e-08,0.4142781423154929,0.0058468251404953,0.9153845921996566,0.0006263264747936,0.1206226348876953,0.0010940626071126,0.2177175976688056,0.0285499346990182,0.1090413303382223,0.0017112641412058,0.0095322794627828,0.0001288835884848,0.0339428616035197,0.0007337649457583,0.7195062878038712,0.0041714885024949,0.3482218610748407,0.0035475262331755,0.949258339187886,0.0006968744121766,0.7822824023311943,0.0285499346990183,0.8909586696617776,0.0017112641412058,0.9569378654659731,0.0010242730086595,0.7830428123474121,0.0076965582872716,05_results/CIC17/fase_A2_sampling_size/knn/A2__RobustScaler_pca_RUS_SMOTE_ENN_knn/reports/CIC17__A2__RobustScaler_pca_RUS_SMOTE_ENN_knn__cv_summary.csv
CIC17,A2__RobustScaler_pca_RUS_SMOTE_ENN_knn,RobustScaler + PCA + RUS_SMOTE_ENN + knn,knn,knn,KNeighborsClassifier,RobustScaler,True,3,RUS_SMOTE_ENN,RUS_SMOTE_ENN,40000,0.8974521472985538,0.0019578534113149,1.906788246453142e-06,7.656748958732105e-09,0.4258525634878274,0.0060084213320625,0.920062790448402,0.0007888469078448,0.174775743484497,0.0013971938967804,0.2142558611520813,0.0331385579553325,0.1025478527014462,0.0019578534113149,0.0090346269085916,0.0001378107453454,0.032971550927429,0.0005959740575238,0.7326086419906384,0.004505051109492,0.3584479809812128,0.0041453852357443,0.9512771901438336,0.0004818229189199,0.7857441388479186,0.0331385579553324,0.8974521472985538,0.0019578534113149,0.9596397362162458,0.0006630294465808,0.7690607070922851,0.0030877390557775,05_results/CIC17/fase_A2_sampling_size/knn/A2__RobustScaler_pca_RUS_SMOTE_ENN_knn/reports/CIC17__A2__RobustScaler_pca_RUS_SMOTE_ENN_knn__cv_summary.csv
CIC17,A2__StandardScaler_pca_NM_SMOTE_knn,StandardScaler + PCA + NearMiss_SMOTE + knn,knn,knn,KNeighborsClassifier,StandardScaler,True,33,NearMiss_SMOTE,NM_SMOTE,500,0.1126309654087461,0.0030913326159248,1.7922570849096392e-06,1.7688045763562165e-08,0.1349979408687137,0.0203820237720571,0.1561467226919196,0.0061788073738334,0.0009035587310791,7.466735491867797e-05,0.4857803207075465,0.0260855059496941,0.8873690345912537,0.0030913326159248,0.0630874143985444,0.0010244628307122,0.0589421813869123,0.0133883389359414,0.113313278433569,0.0112773180867866,0.2661923040514961,0.0185293851322696,0.7979205175177214,0.0301703838368576,0.5142196792924535,0.026085505949694,0.1126309654087461,0.0030913326159248,0.5056421641341096,0.0248744426231239,0.7228671073913574,0.0071341221749015,05_results/CIC17/fase_A2_sampling_size/knn/A2__StandardScaler_pca_NM_SMOTE_knn/reports/CIC17__A2__StandardScaler_pca_NM_SMOTE_knn__cv_summary.csv
CIC17,A2__StandardScaler_pca_NM_SMOTE_knn,StandardScaler + PCA + NearMiss_SMOTE + knn,knn,knn,KNeighborsClassifier,StandardScaler,True,33,NearMiss_SMOTE,NM_SMOTE,1000,0.1219350610615174,0.0051068676125421,3.0643649043887386e-06,5.807716305175815e-09,0.1828842473276262,0.0360468009751474,0.1651274830356632,0.0113699522080417,0.0012959957122802,5.404939197149074e-05,0.3949575930693831,0.023897566957549,0.8780649389384825,0.0051068676125421,0.0632017091676454,0.0014547043727305,0.0699606985761989,0.0188594379094299,0.1179618668617887,0.0146641719815608,0.2873775976219682,0.0318610419338698,0.7838560834945787,0.0449784436139487,0.605042406930617,0.023897566957549,0.1219350610615174,0.0051068676125421,0.5044703535059758,0.0104293618723495,1.2359435558319092,0.0023427758116578,05_results/CIC17/fase_A2_sampling_size/knn/A2__StandardScaler_pca_NM_SMOTE_knn/reports/CIC17__A2__StandardScaler_pca_NM_SMOTE_knn__cv_summary.csv
CIC17,A2__StandardScaler_pca_NM_SMOTE_knn,StandardScaler + PCA + NearMiss_SMOTE + knn,knn,knn,KNeighborsClassifier,StandardScaler,True,33,NearMiss_SMOTE,NM_SMOTE,2000,0.123979553357554,0.0048572751596523,5.740038758110762e-06,1.252342519243335e-07,0.2081738057185726,0.0068478592511348,0.1656041038423058,0.0092369426716639,0.0024552822113037,0.000179548534805,0.3551166676750723,0.0265503850528806,0.8760204466424458,0.0048572751596523,0.0609463603692803,0.0007954217161322,0.0381749588967592,0.0105892528113609,0.1307685409592966,0.0108774561890996,0.3011875854162046,0.0078032630599741,0.8533196154791536,0.0233323078309667,0.6448833323249277,0.0265503850528806,0.123979553357554,0.0048572751596523,0.5271133954536129,0.0041193725757955,2.3151172161102296,0.050511154392075,05_results/CIC17/fase_A2_sampling_size/knn/A2__StandardScaler_pca_NM_SMOTE_knn/reports/CIC17__A2__StandardScaler_pca_NM_SMOTE_knn__cv_summary.csv
CIC17,A2__StandardScaler_pca_NM_SMOTE_knn,StandardScaler + PCA + NearMiss_SMOTE + knn,knn,knn,KNeighborsClassifier,StandardScaler,True,33,NearMiss_SMOTE,NM_SMOTE,5000,0.1366312960403329,0.0058088140847361,1.3474615071750056e-05,9.112165413272916e-09,0.1972110579248021,0.0096182614578473,0.178965776728329,0.0110105394775571,0.0059776782989501,0.0001114633503763,0.2875580397983573,0.0226902897812623,0.8633687039596672,0.0058088140847361,0.0612310048027247,0.0006624048703019,0.0550963680812045,0.013457363884961,0.1372019215966101,0.0109054398265089,0.2779505804917399,0.0084260065949899,0.8270755170446249,0.0215296641219292,0.7124419602016426,0.0226902897812623,0.1366312960403329,0.0058088140847361,0.5313334664118521,0.0038224620438164,5.434686851501465,0.003672913068778,05_results/CIC17/fase_A2_sampling_size/knn/A2__StandardScaler_pca_NM_SMOTE_knn/reports/CIC17__A2__StandardScaler_pca_NM_SMOTE_knn__cv_summary.csv
CIC17,A2__StandardScaler_pca_NM_SMOTE_knn,StandardScaler + PCA + NearMiss_SMOTE + knn,knn,knn,KNeighborsClassifier,StandardScaler,True,33,NearMiss_SMOTE,NM_SMOTE,10000,0.1563616488497335,0.0058568846316648,2.656678877920793e-05,7.21191413203813e-08,0.2114244657869703,0.0094412304002428,0.2092655304368943,0.0113536140837598,0.0107786655426025,0.0001755677248195,0.2726527551587417,0.0219264658068372,0.8436383511502663,0.0058568846316648,0.0608262716667796,0.0003730194114395,0.0687557238514278,0.0101720995961098,0.1504703484304503,0.0099553326873155,0.2828741707031018,0.0086586420476059,0.8239396750356489,0.009034816785827,0.7273472448412581,0.0219264658068373,0.1563616488497335,0.0058568846316648,0.5240019023361155,0.0058728111786024,10.715124464035034,0.029084283264943,05_results/CIC17/fase_A2_sampling_size/knn/A2__StandardScaler_pca_NM_SMOTE_knn/reports/CIC17__A2__StandardScaler_pca_NM_SMOTE_knn__cv_summary.csv
CIC17,A2__StandardScaler_pca_NM_SMOTE_knn,StandardScaler + PCA + NearMiss_SMOTE + knn,knn,knn,KNeighborsClassifier,StandardScaler,True,33,NearMiss_SMOTE,NM_SMOTE,20000,0.188859781148363,0.0081410071082796,5.374361570606288e-05,1.810549115484136e-06,0.2347240223339683,0.0115614347285229,0.2515418868133027,0.0138809910811116,0.0210301876068115,0.0005903671298101,0.2520549323384106,0.0181098284593595,0.811140218851637,0.0081410071082795,0.0571195316484121,0.0011804629864798,0.0456527558745445,0.0109370949043206,0.1961741826100791,0.0134641354324504,0.2957453348987954,0.0101621549253593,0.8828622660098228,0.0231091603111279,0.7479450676615894,0.0181098284593595,0.188859781148363,0.0081410071082796,0.5503304964621585,0.0099467912960061,21.67629442214966,0.7302501138817106,05_results/CIC17/fase_A2_sampling_size/knn/A2__StandardScaler_pca_NM_SMOTE_knn/reports/CIC17__A2__StandardScaler_pca_NM_SMOTE_knn__cv_summary.csv
CIC17,A2__StandardScaler_pca_NM_SMOTE_knn,StandardScaler + PCA + NearMiss_SMOTE + knn,knn,knn,KNeighborsClassifier,StandardScaler,True,33,NearMiss_SMOTE,NM_SMOTE,30000,0.2552598598940424,0.0302651687357515,8.299546474653023e-05,5.038889810736188e-06,0.2706146748222716,0.0137319708474421,0.3287672549825616,0.0429176021187004,0.0298510074615478,0.0007516641037067,0.2021824151783934,0.0208465600945124,0.7447401401059576,0.0302651687357515,0.0514387662779427,0.0021228174430639,0.0268413540631836,0.0051752533005136,0.2713193018799863,0.010711508096786,0.31121403357923,0.0129491636533782,0.9293641643732428,0.0142319549092649,0.7978175848216067,0.0208465600945125,0.2552598598940424,0.0302651687357515,0.603797587482789,0.0328378396554706,33.47437891960144,2.032339406690389,05_results/CIC17/fase_A2_sampling_size/knn/A2__StandardScaler_pca_NM_SMOTE_knn/reports/CIC17__A2__StandardScaler_pca_NM_SMOTE_knn__cv_summary.csv
CIC17,A2__StandardScaler_pca_NM_SMOTE_knn,StandardScaler + PCA + NearMiss_SMOTE + knn,knn,knn,KNeighborsClassifier,StandardScaler,True,33,NearMiss_SMOTE,NM_SMOTE,40000,0.3284430065113579,0.0653367034879687,0.0001067352923544,2.320059254307265e-06,0.2900073214814499,0.0139093693679576,0.4239273890653724,0.0835019675698547,0.0394985198974609,0.0012957774877045,0.1858473471833384,0.0184496601047706,0.6715569934886421,0.0653367034879687,0.045065080811043,0.0042913968794697,0.004419218677003,0.0020229580312841,0.3191611901269416,0.0216697722430725,0.3162743789100105,0.0120522413487119,0.9610855416709124,0.0059907136101248,0.8141526528166615,0.0184496601047706,0.3284430065113579,0.0653367034879687,0.6811051340988936,0.0482653509312066,43.04930982589722,0.93569578162657,05_results/CIC17/fase_A2_sampling_size/knn/A2__StandardScaler_pca_NM_SMOTE_knn/reports/CIC17__A2__StandardScaler_pca_NM_SMOTE_knn__cv_summary.csv
CIC17,A2__StandardScaler_pca_NM_SMOTE_ENN_knn,StandardScaler + PCA + NearMiss_SMOTE_ENN + knn,knn,knn,KNeighborsClassifier,StandardScaler,True,33,NearMiss_SMOTE_ENN,NM_SMOTE_ENN,500,0.1125977419260575,0.0030044062345392,1.6827092598254876e-06,2.4228128981030666e-08,0.1450819983231068,0.0198471284744794,0.1581832183121988,0.0061976858313658,0.0009668350219726,0.0001480369545323,0.4781411320730388,0.0228457152171605,0.8874022580739425,0.0030044062345392,0.0629789879778768,0.0010293231457828,0.0572825615942104,0.0136843040497303,0.1177898093587299,0.0133581716273991,0.2732765954669499,0.0184466746105365,0.8004478403238405,0.030574145597081,0.5218588679269612,0.0228457152171604,0.1125977419260575,0.0030044062345392,0.5081869879759798,0.0246260322043196,0.6786834239959717,0.009771899400887,05_results/CIC17/fase_A2_sampling_size/knn/A2__StandardScaler_pca_NM_SMOTE_ENN_knn/reports/CIC17__A2__StandardScaler_pca_NM_SMOTE_ENN_knn__cv_summary.csv
CIC17,A2__StandardScaler_pca_NM_SMOTE_ENN_knn,StandardScaler + PCA + NearMiss_SMOTE_ENN + knn,knn,knn,KNeighborsClassifier,StandardScaler,True,33,NearMiss_SMOTE_ENN,NM_SMOTE_ENN,1000,0.1217471245519525,0.005090539414143,2.800840391837726e-06,1.1308978144369012e-08,0.1946033776457113,0.0365265736175333,0.1673845848245794,0.0102766374271367,0.0016383171081542,0.0002996919452906,0.3861182125505163,0.0180935328438912,0.8782528754480474,0.0050905394141431,0.0631314372892282,0.0014738117110582,0.0687186838903767,0.0194582557913006,0.1233160943825324,0.0170609494577418,0.2962824356046216,0.0321702018315956,0.7853756652798941,0.0459038486863489,0.6138817874494837,0.0180935328438911,0.1217471245519525,0.005090539414143,0.5068394347044543,0.0110576480146487,1.1296567916870115,0.0045606985363253,05_results/CIC17/fase_A2_sampling_size/knn/A2__StandardScaler_pca_NM_SMOTE_ENN_knn/reports/CIC17__A2__StandardScaler_pca_NM_SMOTE_ENN_knn__cv_summary.csv
CIC17,A2__StandardScaler_pca_NM_SMOTE_ENN_knn,StandardScaler + PCA + NearMiss_SMOTE_ENN + knn,knn,knn,KNeighborsClassifier,StandardScaler,True,33,NearMiss_SMOTE_ENN,NM_SMOTE_ENN,2000,0.1237891374234942,0.0047732362629859,5.369023637326711e-06,2.6651919755854976e-07,0.2154128010794322,0.0075089600904662,0.1678124323450498,0.008318700925526,0.0027647495269775,0.0004138267822365,0.3505748316195163,0.0257521424188416,0.8762108625765057,0.0047732362629859,0.0609055858872175,0.0008677393471754,0.0373729257317575,0.0118667329158367,0.1355267464171456,0.0133374082309777,0.3079580732140682,0.0078645934129427,0.8539744531261512,0.0258065056800343,0.6494251683804837,0.0257521424188416,0.1237891374234942,0.0047732362629859,0.5292179819049962,0.0048961765381476,2.165476512908936,0.1074951762552008,05_results/CIC17/fase_A2_sampling_size/knn/A2__StandardScaler_pca_NM_SMOTE_ENN_knn/reports/CIC17__A2__StandardScaler_pca_NM_SMOTE_ENN_knn__cv_summary.csv
CIC17,A2__StandardScaler_pca_NM_SMOTE_ENN_knn,StandardScaler + PCA + NearMiss_SMOTE_ENN + knn,knn,knn,KNeighborsClassifier,StandardScaler,True,33,NearMiss_SMOTE_ENN,NM_SMOTE_ENN,5000,0.1369997309912981,0.005720190702125,1.3540909580119653e-05,8.393570844202643e-07,0.2031584091016573,0.0118022742966758,0.1828105464838181,0.0097278409538252,0.0058405399322509,0.000519501227263,0.285853102042531,0.0220911380914613,0.863000269008702,0.005720190702125,0.0611012705119605,0.0006393446828147,0.0535187886707069,0.0137167810148118,0.1427500971345024,0.0125722037245981,0.2840382756649576,0.0099457270160757,0.8310669701869177,0.0212146063571091,0.714146897957469,0.0220911380914613,0.1369997309912981,0.005720190702125,0.5332469600934362,0.0047684145171289,5.46142544746399,0.3385395417090225,05_results/CIC17/fase_A2_sampling_size/knn/A2__StandardScaler_pca_NM_SMOTE_ENN_knn/reports/CIC17__A2__StandardScaler_pca_NM_SMOTE_ENN_knn__cv_summary.csv
CIC17,A2__StandardScaler_pca_NM_SMOTE_ENN_knn,StandardScaler + PCA + NearMiss_SMOTE_ENN + knn,knn,knn,KNeighborsClassifier,StandardScaler,True,33,NearMiss_SMOTE_ENN,NM_SMOTE_ENN,10000,0.156575866830108,0.0061490112529045,2.5776623716207468e-05,1.0220003214457826e-06,0.2189535958445999,0.0111877447823703,0.2133050710753599,0.0100581177269195,0.0098633766174316,0.0005158640377771,0.2705245554670539,0.019583132406538,0.843424133169892,0.0061490112529045,0.0606707769376916,0.0004560286134863,0.0666375208954833,0.0121932546997277,0.1564123815647012,0.0120380082081998,0.2906418130727363,0.0103092408968196,0.829314887460033,0.0118814718953759,0.7294754445329461,0.019583132406538,0.156575866830108,0.0061490112529045,0.5254374144140619,0.0042056431537849,10.396429061889648,0.4122052512133395,05_results/CIC17/fase_A2_sampling_size/knn/A2__StandardScaler_pca_NM_SMOTE_ENN_knn/reports/CIC17__A2__StandardScaler_pca_NM_SMOTE_ENN_knn__cv_summary.csv
CIC17,A2__StandardScaler_pca_NM_SMOTE_ENN_knn,StandardScaler + PCA + NearMiss_SMOTE_ENN + knn,knn,knn,KNeighborsClassifier,StandardScaler,True,33,NearMiss_SMOTE_ENN,NM_SMOTE_ENN,20000,0.1896844207813373,0.0084835945873557,5.227514118732157e-05,2.632785722056327e-06,0.2445961326954711,0.0140147542627066,0.2571180227118058,0.0123781360009701,0.0202422618865966,0.0007455053017088,0.2527695957261883,0.0189687508868013,0.8103155792186627,0.0084835945873557,0.0569599773672041,0.001156209838532,0.044084081289399,0.0102646047153821,0.2025737116238686,0.0124151034944535,0.3057053510593245,0.011395128937146,0.8880573615078153,0.0205964205326403,0.7472304042738116,0.0189687508868013,0.1896844207813373,0.0084835945873557,0.5522123215716048,0.0085420752406276,21.08401675224304,1.061850844317605,05_results/CIC17/fase_A2_sampling_size/knn/A2__StandardScaler_pca_NM_SMOTE_ENN_knn/reports/CIC17__A2__StandardScaler_pca_NM_SMOTE_ENN_knn__cv_summary.csv
CIC17,A2__StandardScaler_pca_NM_SMOTE_ENN_knn,StandardScaler + PCA + NearMiss_SMOTE_ENN + knn,knn,knn,KNeighborsClassifier,StandardScaler,True,33,NearMiss_SMOTE_ENN,NM_SMOTE_ENN,30000,0.2560899540868139,0.0309226716274569,7.846343890748013e-05,4.0016938952003e-06,0.2832488112426449,0.0139970360968095,0.3363671765655844,0.0388998369581808,0.0316841602325439,0.0047900657087514,0.2002034776330017,0.0160435897125627,0.743910045913186,0.0309226716274569,0.0512756896034057,0.002088323537443,0.0252252981379001,0.0052441314131133,0.2786239439313199,0.0061716417524308,0.323403830771079,0.0143652261591642,0.935878719113483,0.0118276778576283,0.7997965223669983,0.0160435897125627,0.2560899540868139,0.0309226716274569,0.6042131795556378,0.0327798027777134,31.64648594856262,1.613989061143194,05_results/CIC17/fase_A2_sampling_size/knn/A2__StandardScaler_pca_NM_SMOTE_ENN_knn/reports/CIC17__A2__StandardScaler_pca_NM_SMOTE_ENN_knn__cv_summary.csv
CIC17,A2__StandardScaler_pca_NM_SMOTE_ENN_knn,StandardScaler + PCA + NearMiss_SMOTE_ENN + knn,knn,knn,KNeighborsClassifier,StandardScaler,True,33,NearMiss_SMOTE_ENN,NM_SMOTE_ENN,40000,0.3403772153713519,0.0870673569767237,0.0001043308812023,2.883176806873329e-06,0.3045594699304597,0.0070132403729355,0.4439941094606958,0.1011902409813328,0.041741132736206,0.0017811910976151,0.1846278369630355,0.0192096847188953,0.6596227846286481,0.0870673569767237,0.044130160508561,0.0057033524477145,0.0023296229997668,0.0016488884833852,0.3317973755146396,0.0255597086194489,0.329350711615698,0.0116119079213674,0.9681022162873236,0.0057150171473783,0.8153721630369646,0.0192096847188953,0.3403772153713519,0.0870673569767237,0.6814835506382932,0.0481243665419525,42.07954502105713,1.1628763867961127,05_results/CIC17/fase_A2_sampling_size/knn/A2__StandardScaler_pca_NM_SMOTE_ENN_knn/reports/CIC17__A2__StandardScaler_pca_NM_SMOTE_ENN_knn__cv_summary.csv
CIC17,A2__StandardScaler_pca_RUS_SMOTE_knn,StandardScaler + PCA + RUS_SMOTE + knn,knn,knn,KNeighborsClassifier,StandardScaler,True,33,RUS_SMOTE,RUS_SMOTE,500,0.8671804893301689,0.0074127619559043,1.8698868173682035e-06,4.333352256432784e-08,0.4117983785658579,0.0136744760707716,0.9048538604350024,0.0053976024421097,0.0010649681091308,0.0002105289649713,0.1165861376862727,0.0188305583547037,0.1328195106698311,0.0074127619559043,0.0091115127763714,0.0004855650869609,0.0038531809757405,0.0001696952339056,0.7112624548301012,0.01051988312344,0.3388478544419729,0.0112166495000488,0.9624449630668468,0.0015793213718396,0.8834138623137273,0.0188305583547037,0.8671804893301689,0.0074127619559043,0.9601205171271172,0.0029523755998349,0.7541773319244385,0.0174773843375514,05_results/CIC17/fase_A2_sampling_size/knn/A2__StandardScaler_pca_RUS_SMOTE_knn/reports/CIC17__A2__StandardScaler_pca_RUS_SMOTE_knn__cv_summary.csv
CIC17,A2__StandardScaler_pca_RUS_SMOTE_knn,StandardScaler + PCA + RUS_SMOTE + knn,knn,knn,KNeighborsClassifier,StandardScaler,True,33,RUS_SMOTE,RUS_SMOTE,1000,0.8965392408873054,0.0023227311664623,3.020821397692916e-06,1.212262980953833e-07,0.4389248878940683,0.0161201057159501,0.9255198971588224,0.0013185534922289,0.0013767719268798,4.063676651311668e-05,0.1115731934723574,0.0209793072084047,0.1034607591126947,0.0023227311664623,0.0071324699232417,0.0001411566822515,0.0035262897359318,0.0003084867130564,0.7570064646026523,0.0037959046011336,0.3623832630318439,0.0134972964910322,0.9685721720325338,0.0003347754762429,0.8884268065276426,0.0209793072084047,0.8965392408873054,0.0023227311664623,0.9718357712467958,0.0018058915650156,1.2183812618255616,0.0488943655649707,05_results/CIC17/fase_A2_sampling_size/knn/A2__StandardScaler_pca_RUS_SMOTE_knn/reports/CIC17__A2__StandardScaler_pca_RUS_SMOTE_knn__cv_summary.csv
CIC17,A2__StandardScaler_pca_RUS_SMOTE_knn,StandardScaler + PCA + RUS_SMOTE + knn,knn,knn,KNeighborsClassifier,StandardScaler,True,33,RUS_SMOTE,RUS_SMOTE,2000,0.9220326494083768,0.0018892115406347,5.80666049274953e-06,3.794145638179042e-07,0.4763907691902459,0.0123256528512909,0.9431435367186994,0.0013027517975619,0.0026074886322021,0.0001064434959526,0.113330684981823,0.0175758730153067,0.0779673505916231,0.0018892115406347,0.0054027507408473,0.0001120417799129,0.0030739105210873,0.0003258484202592,0.8030448428742906,0.0036012125163049,0.396511792284685,0.0101600351924096,0.9739054548098652,0.0005965423844216,0.8866693150181769,0.0175758730153067,0.9220326494083768,0.0018892115406347,0.9790887624244488,0.0007524703555186,2.341987657546997,0.1530295309629982,05_results/CIC17/fase_A2_sampling_size/knn/A2__StandardScaler_pca_RUS_SMOTE_knn/reports/CIC17__A2__StandardScaler_pca_RUS_SMOTE_knn__cv_summary.csv
CIC17,A2__StandardScaler_pca_RUS_SMOTE_knn,StandardScaler + PCA + RUS_SMOTE + knn,knn,knn,KNeighborsClassifier,StandardScaler,True,33,RUS_SMOTE,RUS_SMOTE,5000,0.9460776075723468,0.0013181302909519,1.3298546617548582e-05,2.3842647405109882e-08,0.5232950791872205,0.0095451413824675,0.9592575913454264,0.000961688853667,0.006166648864746,0.0001935014940916,0.1061263084288671,0.0197146859596452,0.0539223924276531,0.001318130290952,0.0037645004875076,9.302798279495352e-05,0.0025451148849617,0.0003177503460481,0.8530298145901541,0.0029953997560895,0.4436319787954801,0.008994259238905,0.978649831117713,0.0006045435012713,0.893873691571133,0.0197146859596453,0.9460776075723468,0.0013181302909519,0.9847664372553666,0.0004819578096095,5.363673543930053,0.0096118488658313,05_results/CIC17/fase_A2_sampling_size/knn/A2__StandardScaler_pca_RUS_SMOTE_knn/reports/CIC17__A2__StandardScaler_pca_RUS_SMOTE_knn__cv_summary.csv
CIC17,A2__StandardScaler_pca_RUS_SMOTE_knn,StandardScaler + PCA + RUS_SMOTE + knn,knn,knn,KNeighborsClassifier,StandardScaler,True,33,RUS_SMOTE,RUS_SMOTE,10000,0.9581640542603758,0.0011132170339193,2.703196522870125e-05,1.3658266010066532e-06,0.5639098406864587,0.0101731262503305,0.967382361925384,0.000856888303267,0.0109540939331054,0.0001835117266341,0.1081636688800523,0.0152621128185889,0.0418359457396243,0.0011132170339193,0.0029207445450002,7.13848436788061e-05,0.0019752224353794,0.0001560767822283,0.8813123744963823,0.0027080362393445,0.486539320294075,0.0096646022675036,0.981164614378192,0.000513951372216,0.8918363311199476,0.0152621128185889,0.9581640542603758,0.0011132170339193,0.9881655784126104,0.0003807387208724,10.902743196487426,0.550879276600521,05_results/CIC17/fase_A2_sampling_size/knn/A2__StandardScaler_pca_RUS_SMOTE_knn/reports/CIC17__A2__StandardScaler_pca_RUS_SMOTE_knn__cv_summary.csv
