dataset,experiment,phase,model_family,model,model_display_name,scaler,use_pca,n_components_pca,rebalanceo,rebalanceo_short,target_n,selection_metric,label_col,n_splits,shuffle,random_state,input_train,input_test,rows_train,rows_test,features_train,nearmiss_version,smote_k_neighbors,enn_n_neighbors,param_grid,model_base_param_max_iter,model_base_param_solver,model_base_param_class_weight,model_base_param_n_jobs
CIC18,B__StandardScaler_pca_NONE_logreg,B_pca,logreg,logreg,LogisticRegression,StandardScaler,True,44,NONE,NONE,10000,f1_macro,LABEL,5,True,42,CIC18__split__train.csv,CIC18__split__test.csv,2782339,695587,54,1,5,3,"{""C"": [0.01, 0.1, 1, 10]}",1000,lbfgs,,-1
