dataset,experiment,scaler,variance_threshold,random_state,label_col,input_dataset,rows_train,features_train,n_components_loadings
CIC17,A1__StandardScaler,StandardScaler,0.99,42,LABEL,CIC17__split__train.csv,2016639,47,33
