n,mean_accuracy,std_accuracy,mean_precision_weighted,std_precision_weighted,mean_recall_weighted,std_recall_weighted,mean_f1_weighted,std_f1_weighted,mean_precision_macro,std_precision_macro,mean_recall_macro,std_recall_macro,mean_f1_macro,std_f1_macro,mean_fpr_weighted,std_fpr_weighted,mean_fnr_weighted,std_fnr_weighted,mean_fpr_macro,std_fpr_macro,mean_fnr_macro,std_fnr_macro,mean_mcc,std_mcc,mean_roc_auc,std_roc_auc,mean_detection_latency_seconds,std_detection_latency_seconds,mean_fit_time,mean_score_time
500,0.765055,0.007724,0.906332,0.003126,0.765055,0.007724,0.821666,0.00643,0.24077,0.006469,0.725731,0.008296,0.281433,0.007045,0.076986,0.005557,0.234945,0.007724,0.020795,0.000519,0.274269,0.008296,0.504498,0.007234,0.885842,0.005205,1e-06,0.0,0.00222,0.543834
1000,0.783321,0.00493,0.913391,0.000721,0.783321,0.00493,0.835693,0.003178,0.256098,0.007898,0.753274,0.021617,0.30276,0.009506,0.064955,0.003407,0.216679,0.00493,0.018776,0.000325,0.246726,0.021617,0.535197,0.003713,0.902856,0.003349,1e-06,0.0,0.004025,0.574058
2000,0.806195,0.002338,0.921458,0.001768,0.806195,0.002338,0.85285,0.001454,0.274201,0.004217,0.770568,0.013964,0.326742,0.004859,0.053748,0.003203,0.193805,0.002338,0.016504,0.000147,0.229432,0.013964,0.573474,0.002681,0.918423,0.001507,2e-06,0.0,0.006233,0.609786
5000,0.83629,0.00474,0.930948,0.001432,0.83629,0.00474,0.874837,0.003194,0.295767,0.003545,0.778858,0.026012,0.354343,0.004442,0.044277,0.00162,0.16371,0.00474,0.013866,0.000245,0.221142,0.026012,0.622618,0.007646,0.933142,0.001308,2e-06,0.0,0.017376,0.654282
10000,0.858814,0.001234,0.938133,0.001136,0.858814,0.001234,0.891459,0.000802,0.31383,0.002472,0.778103,0.027447,0.375864,0.002738,0.039623,0.000977,0.141186,0.001234,0.012054,6.2e-05,0.221897,0.027447,0.660189,0.003117,0.944147,0.000723,2e-06,0.0,0.036469,0.692015
20000,0.880069,0.001912,0.945292,0.000803,0.880069,0.001912,0.907256,0.000916,0.336072,0.002951,0.783474,0.030063,0.400715,0.005367,0.036226,0.000413,0.119931,0.001912,0.010411,0.000145,0.216526,0.030063,0.698312,0.004364,0.952492,0.000858,2e-06,0.0,0.08006,0.729394
30000,0.890959,0.001711,0.949258,0.000697,0.890959,0.001711,0.915385,0.000626,0.348222,0.003548,0.782282,0.02855,0.414278,0.005847,0.033943,0.000734,0.109041,0.001711,0.009532,0.000129,0.217718,0.02855,0.719506,0.004171,0.956938,0.001024,2e-06,0.0,0.120623,0.783043
40000,0.897452,0.001958,0.951277,0.000482,0.897452,0.001958,0.920063,0.000789,0.358448,0.004145,0.785744,0.033139,0.425853,0.006008,0.032972,0.000596,0.102548,0.001958,0.009035,0.000138,0.214256,0.033139,0.732609,0.004505,0.95964,0.000663,2e-06,0.0,0.174776,0.769061
