dataset,experiment,phase,model_family,model,model_display_name,scaler,use_pca,n_components_pca,rebalanceo,rebalanceo_short,target_n,selection_metric,label_col,n_splits,shuffle,random_state,input_train,input_test,rows_train,rows_test,features_train,nearmiss_version,smote_k_neighbors,enn_n_neighbors,param_grid,model_base_param_weights
CIC18,B__RobustScaler_pca_NONE_knn,B_pca,knn,knn,KNeighborsClassifier,RobustScaler,True,3,NONE,NONE,10000,f1_macro,LABEL,5,True,42,CIC18__split__train.csv,CIC18__split__test.csv,2782339,695587,54,1,5,3,"{""metric"": [""euclidean"", ""manhattan""], ""n_neighbors"": [3, 5, 7, 9, 11, 15]}",distance
