n,mean_accuracy,std_accuracy,mean_precision_weighted,std_precision_weighted,mean_recall_weighted,std_recall_weighted,mean_f1_weighted,std_f1_weighted,mean_precision_macro,std_precision_macro,mean_recall_macro,std_recall_macro,mean_f1_macro,std_f1_macro,mean_fpr_weighted,std_fpr_weighted,mean_fnr_weighted,std_fnr_weighted,mean_fpr_macro,std_fpr_macro,mean_fnr_macro,std_fnr_macro,mean_mcc,std_mcc,mean_roc_auc,std_roc_auc,mean_detection_latency_seconds,std_detection_latency_seconds,mean_fit_time,mean_score_time
500,0.008195,0.005167,0.826796,0.017505,0.008195,0.005167,0.009015,0.006151,0.100888,0.038486,0.290053,0.017567,0.03636,0.018485,0.008994,0.00174,0.991805,0.005167,0.06672,0.000456,0.709947,0.017567,-0.004302,0.013782,0.500221,0.00349,2e-06,0.0,0.001955,0.636287
1000,0.022471,0.004399,0.837146,0.01084,0.022471,0.004399,0.026607,0.006276,0.105013,0.036233,0.383475,0.027476,0.045167,0.01722,0.009784,0.001509,0.977529,0.004399,0.065821,0.000324,0.616525,0.027476,0.009805,0.010616,0.506205,0.002435,2e-06,0.0,0.003315,0.686738
2000,0.034965,0.003527,0.83973,0.008096,0.034965,0.003527,0.037179,0.007385,0.100976,0.007087,0.506393,0.026747,0.051877,0.001888,0.009934,0.000608,0.965035,0.003527,0.064998,0.0002,0.493607,0.026747,0.027666,0.006369,0.512602,0.00141,2e-06,0.0,0.006483,0.765784
5000,0.057111,0.011246,0.847343,0.00534,0.057111,0.011246,0.057479,0.013957,0.115063,0.006112,0.606701,0.033335,0.07055,0.007089,0.00919,0.001254,0.942889,0.011246,0.063472,0.000827,0.393299,0.033335,0.061248,0.014846,0.529203,0.009247,2e-06,0.0,0.019326,0.934095
10000,0.078059,0.022356,0.854505,0.00332,0.078059,0.022356,0.086586,0.034755,0.13269,0.007127,0.635411,0.033662,0.095071,0.012982,0.014819,0.001998,0.921941,0.022356,0.062451,0.001606,0.364589,0.033662,0.073531,0.02011,0.534695,0.01543,3e-06,0.0,0.044189,1.023912
20000,0.09531,0.017384,0.860529,0.00261,0.09531,0.017384,0.094714,0.020555,0.149423,0.004704,0.658554,0.033024,0.120884,0.012208,0.023887,0.001511,0.90469,0.017384,0.061905,0.001238,0.341446,0.033024,0.092217,0.023518,0.53937,0.015163,3e-06,0.0,0.090333,1.150264
30000,0.113944,0.013186,0.860461,0.002516,0.113944,0.013186,0.1022,0.015009,0.150526,0.004821,0.676365,0.028609,0.130965,0.010966,0.02454,0.001853,0.886056,0.013186,0.060706,0.000943,0.323635,0.028609,0.12398,0.018831,0.546032,0.008352,3e-06,0.0,0.167455,1.186185
40000,0.129349,0.007321,0.86096,0.002795,0.129349,0.007321,0.114774,0.009289,0.149003,0.00403,0.688398,0.026128,0.132345,0.006438,0.024989,0.001422,0.870651,0.007321,0.059709,0.00056,0.311602,0.026128,0.142418,0.008989,0.554504,0.005663,3e-06,0.0,0.203037,1.146158
