n,mean_accuracy,std_accuracy,mean_precision_weighted,std_precision_weighted,mean_recall_weighted,std_recall_weighted,mean_f1_weighted,std_f1_weighted,mean_precision_macro,std_precision_macro,mean_recall_macro,std_recall_macro,mean_f1_macro,std_f1_macro,mean_fpr_weighted,std_fpr_weighted,mean_fnr_weighted,std_fnr_weighted,mean_fpr_macro,std_fpr_macro,mean_fnr_macro,std_fnr_macro,mean_mcc,std_mcc,mean_roc_auc,std_roc_auc,mean_detection_latency_seconds,std_detection_latency_seconds,mean_fit_time,mean_score_time
500,0.868394,0.006754,0.959744,0.001913,0.868394,0.006754,0.904669,0.004793,0.342209,0.014076,0.89133,0.019103,0.416734,0.015671,0.007131,0.00091,0.131606,0.006754,0.009249,0.000413,0.10867,0.019103,0.709795,0.009859,0.959383,0.003114,2e-06,0.0,0.000954,0.624843
1000,0.899682,0.001984,0.967563,0.000923,0.899682,0.001984,0.927263,0.001522,0.381319,0.014547,0.8937,0.018835,0.458249,0.01433,0.006482,0.001001,0.100318,0.001984,0.00712,0.000118,0.1063,0.018835,0.760411,0.00321,0.971467,0.001949,3e-06,0.0,0.001638,1.110698
2000,0.925544,0.001272,0.973745,0.000784,0.925544,0.001272,0.945436,0.001034,0.413818,0.005789,0.888069,0.01884,0.49265,0.007805,0.00666,0.000977,0.074456,0.001272,0.005408,8.5e-05,0.111931,0.01884,0.808159,0.002451,0.97833,0.000851,5e-06,0.0,0.003019,2.136795
5000,0.9482,0.001351,0.978907,0.000349,0.9482,0.001351,0.960779,0.0009,0.452826,0.01041,0.891765,0.017533,0.53054,0.011295,0.00577,0.000625,0.0518,0.001351,0.003838,9.2e-05,0.108235,0.017533,0.856643,0.003053,0.984103,0.00044,1.2e-05,0.0,0.006826,5.035294
10000,0.959563,0.001241,0.981471,0.000555,0.959563,0.001241,0.968479,0.000956,0.496078,0.009814,0.894828,0.015828,0.5708,0.010295,0.005094,0.000517,0.040437,0.001241,0.003035,6.7e-05,0.105172,0.015828,0.883806,0.002983,0.987671,0.000469,2.5e-05,0.0,0.009664,10.107232
20000,0.968326,0.000487,0.983752,0.000261,0.968326,0.000487,0.974513,0.00038,0.542786,0.018822,0.89046,0.014172,0.611675,0.017756,0.004282,0.00023,0.031674,0.000487,0.002397,4.6e-05,0.10954,0.014172,0.906263,0.001307,0.990189,0.000201,5.2e-05,3e-06,0.019014,20.784761
30000,0.972437,0.000581,0.984844,0.000212,0.972437,0.000581,0.977328,0.000411,0.569398,0.01587,0.894587,0.011909,0.636005,0.014886,0.003493,0.000108,0.027563,0.000581,0.00207,4.3e-05,0.105413,0.011909,0.917326,0.001562,0.991295,0.000149,8e-05,5e-06,0.030412,32.263155
40000,0.975223,0.000576,0.985827,0.000305,0.975223,0.000576,0.979367,0.000471,0.591168,0.017056,0.889629,0.010902,0.653954,0.015582,0.003076,7.7e-05,0.024777,0.000576,0.001857,4e-05,0.110371,0.010902,0.924965,0.001585,0.991993,7.9e-05,0.000102,1e-06,0.041247,41.107827
