dataset,experiment,descripcion_experimento,scaler,use_pca,n_components_pca,rebalanceo,rebalanceo_short,model,model_display_name,n,fold,train_original_rows_A,train_balanceado_rows_A,val_rows_B,B_fit_time,B_score_time,B_accuracy,B_precision_weighted,B_recall_weighted,B_f1_weighted,B_precision_macro,B_recall_macro,B_f1_macro,B_mcc,B_roc_auc,B_detection_latency_seconds,B_fpr_macro,B_fnr_macro,B_fpr_weighted,B_fnr_weighted
CIC17,A2__RobustScaler_pca_RUS_SMOTE_knn,RobustScaler + PCA + RUS_SMOTE + knn,RobustScaler,True,3,RUS_SMOTE,RUS_SMOTE,knn,KNeighborsClassifier,500,1,1613311,7500,403328,0.0018696784973144531,0.6130657196044922,0.7304575928276738,0.9103062218817792,0.7304575928276738,0.7957421452681884,0.23740423333267716,0.7794106823207129,0.2881127638570017,0.5006772503970237,0.9061996867965232,1.520017751320246e-06,0.02033596400152764,0.22058931767928697,0.03549705285058837,0.26954240717232625
CIC17,A2__RobustScaler_pca_RUS_SMOTE_knn,RobustScaler + PCA + RUS_SMOTE + knn,RobustScaler,True,3,RUS_SMOTE,RUS_SMOTE,knn,KNeighborsClassifier,500,2,1613311,7500,403328,0.0017795562744140625,0.6332645416259766,0.7049200650587115,0.9063509462545749,0.7049200650587115,0.7757302167114781,0.23013972618341788,0.7180401601617327,0.27998423812350864,0.4785113510783531,0.9030282053228905,1.5700981375604386e-06,0.02159616151181533,0.2819598398382672,0.028862487735941435,0.2950799349412885
CIC17,A2__RobustScaler_pca_RUS_SMOTE_knn,RobustScaler + PCA + RUS_SMOTE + knn,RobustScaler,True,3,RUS_SMOTE,RUS_SMOTE,knn,KNeighborsClassifier,500,3,1613311,7500,403328,0.001783132553100586,0.6014487743377686,0.698947258806728,0.9059916473778651,0.698947258806728,0.7714693336062659,0.22889738001441493,0.7364717736194738,0.27847722254044566,0.47291325962735153,0.9026289995864213,1.4912150268212684e-06,0.022246725795381832,0.26352822638052625,0.032648145737455454,0.30105274119327197
CIC17,A2__RobustScaler_pca_RUS_SMOTE_knn,RobustScaler + PCA + RUS_SMOTE + knn,RobustScaler,True,3,RUS_SMOTE,RUS_SMOTE,knn,KNeighborsClassifier,500,4,1613311,7500,403328,0.0017969608306884766,0.5592813491821289,0.719067359568391,0.9083505374353447,0.719067359568391,0.7857974939764969,0.22601214977420372,0.7677558211694884,0.27553042183670234,0.49412638993854835,0.8968538920609629,1.3866663092622603e-06,0.020873585149253793,0.2322441788305117,0.03217113680719787,0.28093264043160904
CIC17,A2__RobustScaler_pca_RUS_SMOTE_knn,RobustScaler + PCA + RUS_SMOTE + knn,RobustScaler,True,3,RUS_SMOTE,RUS_SMOTE,knn,KNeighborsClassifier,500,5,1613312,7500,403327,0.0017766952514648438,0.6200709342956543,0.7144525409903131,0.9101196794230754,0.7144525409903131,0.784737411702077,0.22846173004703094,0.7715838386856683,0.2736549881939932,0.48682812545297693,0.8999348424670812,1.5373900936353239e-06,0.021238964245423413,0.22841616131433182,0.033037004671664254,0.2855474590096869
CIC17,A2__RobustScaler_pca_RUS_SMOTE_knn,RobustScaler + PCA + RUS_SMOTE + knn,RobustScaler,True,3,RUS_SMOTE,RUS_SMOTE,knn,KNeighborsClassifier,1000,1,1613311,15000,403328,0.0033915042877197266,0.6499729156494141,0.7334328387813392,0.9150860210119202,0.7334328387813392,0.7981320735113171,0.2423057911476096,0.7959670042697695,0.2960387695210039,0.5150685218742193,0.9179805993149805,1.6115244060650737e-06,0.019473709401566296,0.20403299573023037,0.025538479804833727,0.26656716121866075
CIC17,A2__RobustScaler_pca_RUS_SMOTE_knn,RobustScaler + PCA + RUS_SMOTE + knn,RobustScaler,True,3,RUS_SMOTE,RUS_SMOTE,knn,KNeighborsClassifier,1000,2,1613311,15000,403328,0.003312349319458008,0.6499366760253906,0.733735322119962,0.9127538042738926,0.733735322119962,0.7980629182528857,0.2374538957789078,0.7082217455367885,0.28941482804495117,0.5105138340435176,0.9167632303517356,1.6114345545694587e-06,0.019524026355847626,0.29177825446321143,0.02659571745767632,0.2662646778800381
CIC17,A2__RobustScaler_pca_RUS_SMOTE_knn,RobustScaler + PCA + RUS_SMOTE + knn,RobustScaler,True,3,RUS_SMOTE,RUS_SMOTE,knn,KNeighborsClassifier,1000,3,1613311,15000,403328,0.003348827362060547,0.6294701099395752,0.7245145390352269,0.9121919273988385,0.7245145390352269,0.7906999687198888,0.24184064725469542,0.7380080995210457,0.2964765598017962,0.505506549995863,0.9120762396572616,1.5606903312925837e-06,0.02016237604919242,0.2619919004789545,0.02695017977311319,0.2754854609647731
CIC17,A2__RobustScaler_pca_RUS_SMOTE_knn,RobustScaler + PCA + RUS_SMOTE + knn,RobustScaler,True,3,RUS_SMOTE,RUS_SMOTE,knn,KNeighborsClassifier,1000,4,1613311,15000,403328,0.0033807754516601562,0.5957276821136475,0.7393337432561091,0.9155441166606785,0.7393337432561091,0.8025342177287812,0.2371833316887525,0.7756288702539478,0.2899269994475356,0.5197496008071059,0.9146497654966648,1.477030313079299e-06,0.01911679795720899,0.22437112974605225,0.026085712614244014,0.2606662567438908
CIC17,A2__RobustScaler_pca_RUS_SMOTE_knn,RobustScaler + PCA + RUS_SMOTE + knn,RobustScaler,True,3,RUS_SMOTE,RUS_SMOTE,knn,KNeighborsClassifier,1000,5,1613312,15000,403327,0.0033750534057617188,0.6527464389801025,0.7337197856825851,0.9147244340727241,0.7337197856825851,0.7985545453191092,0.2385439711420964,0.7818496408199264,0.28884678673305403,0.51347144291014,0.9126161943335941,1.618405013748404e-06,0.019589174047540424,0.21815035918007367,0.027557396395691512,0.2662802143174149
