dataset,experiment,selection_metric,selection_column,best_param_id,best_params,param_id,param_metric,param_n_neighbors,B_accuracy_mean,B_accuracy_std,B_accuracy_var,B_precision_weighted_mean,B_precision_weighted_std,B_precision_weighted_var,B_recall_weighted_mean,B_recall_weighted_std,B_recall_weighted_var,B_f1_weighted_mean,B_f1_weighted_std,B_f1_weighted_var,B_precision_macro_mean,B_precision_macro_std,B_precision_macro_var,B_recall_macro_mean,B_recall_macro_std,B_recall_macro_var,B_f1_macro_mean,B_f1_macro_std,B_f1_macro_var,B_fpr_weighted_mean,B_fpr_weighted_std,B_fpr_weighted_var,B_fnr_weighted_mean,B_fnr_weighted_std,B_fnr_weighted_var,B_fpr_macro_mean,B_fpr_macro_std,B_fpr_macro_var,B_fnr_macro_mean,B_fnr_macro_std,B_fnr_macro_var,B_mcc_mean,B_mcc_std,B_mcc_var,B_roc_auc_mean,B_roc_auc_std,B_roc_auc_var,B_detection_latency_seconds_mean,B_detection_latency_seconds_std,B_detection_latency_seconds_var,B_fit_time_mean,B_fit_time_std,B_fit_time_var,B_score_time_mean,B_score_time_std,B_score_time_var
CIC18,C__StandardScaler_no_pca_RUS_SMOTE_knn,f1_macro,B_f1_macro_mean,7,"{""metric"": ""manhattan"", ""n_neighbors"": 3}",7,manhattan,3,0.9668189248558805,0.000609447425286094,3.714261641878492e-07,0.9785888683993799,0.00029339861877148457,8.608274949701495e-08,0.9668189248558805,0.000609447425286094,3.714261641878492e-07,0.9704420959584178,0.0004958768340368893,2.4589383453444864e-07,0.687142839053201,0.0036197294254526635,1.310244111348787e-05,0.9595604551453117,0.00891808599880031,7.953225788199814e-05,0.7334803134296477,0.003260122836579906,1.0628400909589813e-05,0.0022822695177210283,9.620531465516617e-05,9.25546256789953e-09,0.033181075144119485,0.0006094474252861035,3.714261641878606e-07,0.002364222977456034,4.5721140285352106e-05,2.0904226689928472e-09,0.0404395448546884,0.008918085998800286,7.95322578819977e-05,0.9470246749584115,0.0009170057056004668,8.408994641038099e-07,0.9870777224115612,0.00026425645976805434,6.983147652914531e-08,0.00015461114570953247,1.4350965798693912e-06,2.059502193552824e-12,0.021315574645996094,0.0013597386768200413,1.848889269240317e-06,86.03612413406373,0.7985887713771146,0.6377440257696094
