dataset,experiment,descripcion_experimento,scaler,use_pca,n_components_pca,rebalanceo,rebalanceo_short,model,model_display_name,n,param_id,params,fold,train_original_rows_A,train_balanceado_rows_A,val_rows_B,param_metric,param_n_neighbors,B_accuracy,B_precision_weighted,B_recall_weighted,B_f1_weighted,B_precision_macro,B_recall_macro,B_f1_macro,B_mcc,B_roc_auc,B_detection_latency_seconds,B_fpr_macro,B_fnr_macro,B_fpr_weighted,B_fnr_weighted,B_score_time,B_fit_time
CIC17,C__StandardScaler_no_pca_NM_SMOTE_ENN_knn,StandardScaler + sin PCA + NearMiss_SMOTE_ENN + knn,StandardScaler,False,,NearMiss_SMOTE_ENN,NM_SMOTE_ENN,knn,KNeighborsClassifier,10000,1,"{""metric"": ""euclidean"", ""n_neighbors"": 3}",1,1613311,142888,403328,euclidean,3,0.1612781656616947,0.8037306270526603,0.1612781656616947,0.21194936050336077,0.27309783042435487,0.7166015621640534,0.20215702889520276,0.13312501873366536,0.5371178668676985,4.725466369731356e-05,0.061951152504839256,0.2833984378359466,0.09054545323428355,0.8387218343383053,19.059128999710083,0.02080845832824707
CIC17,C__StandardScaler_no_pca_NM_SMOTE_ENN_knn,StandardScaler + sin PCA + NearMiss_SMOTE_ENN + knn,StandardScaler,False,,NearMiss_SMOTE_ENN,NM_SMOTE_ENN,knn,KNeighborsClassifier,10000,1,"{""metric"": ""euclidean"", ""n_neighbors"": 3}",2,1613311,142190,403328,euclidean,3,0.15480700571247222,0.7961071579624076,0.15480700571247222,0.21200423928184828,0.2947322203796017,0.756336633129646,0.22981182526145646,0.15707121156159012,0.5274046505789675,5.1693590041646044e-05,0.061875883857596486,0.2436633668703539,0.08294526357641965,0.8451929942875278,20.849472284317017,0.02771162986755371
CIC17,C__StandardScaler_no_pca_NM_SMOTE_ENN_knn,StandardScaler + sin PCA + NearMiss_SMOTE_ENN + knn,StandardScaler,False,,NearMiss_SMOTE_ENN,NM_SMOTE_ENN,knn,KNeighborsClassifier,10000,1,"{""metric"": ""euclidean"", ""n_neighbors"": 3}",3,1613311,142332,403328,euclidean,3,0.16080708505236432,0.7917416569473421,0.16080708505236432,0.22389132396313818,0.29739796940826274,0.7259594470206102,0.23302317195245603,0.15243091356665164,0.5293377828173521,5.858023723357445e-05,0.06230426724503653,0.27404055297938973,0.09537109372791217,0.8391929149476357,23.627049922943115,0.023018360137939453
CIC17,C__StandardScaler_no_pca_NM_SMOTE_ENN_knn,StandardScaler + sin PCA + NearMiss_SMOTE_ENN + knn,StandardScaler,False,,NearMiss_SMOTE_ENN,NM_SMOTE_ENN,knn,KNeighborsClassifier,10000,1,"{""metric"": ""euclidean"", ""n_neighbors"": 3}",4,1613311,142110,403328,euclidean,3,0.16382200095207872,0.8178181312330569,0.16382200095207872,0.22787843408680547,0.2961239503016783,0.7428693513562111,0.22680157641982296,0.16062063449888947,0.5370795516742338,5.150151000689492e-05,0.061038943030345336,0.25713064864378893,0.07940614640725882,0.8361779990479213,20.772001028060913,0.02502894401550293
CIC17,C__StandardScaler_no_pca_NM_SMOTE_ENN_knn,StandardScaler + sin PCA + NearMiss_SMOTE_ENN + knn,StandardScaler,False,,NearMiss_SMOTE_ENN,NM_SMOTE_ENN,knn,KNeighborsClassifier,10000,1,"{""metric"": ""euclidean"", ""n_neighbors"": 3}",5,1613312,142515,403327,euclidean,3,0.1690886055235578,0.8944819901317062,0.1690886055235578,0.22243608644505905,0.2977296411932617,0.7200565187484397,0.2303137175471397,0.19793696291659102,0.5524756625592665,5.2819797875171975e-05,0.057343080921243295,0.27994348125156043,0.029234819342207202,0.8309113944764422,21.303650617599487,0.03162670135498047
CIC17,C__StandardScaler_no_pca_NM_SMOTE_ENN_knn,StandardScaler + sin PCA + NearMiss_SMOTE_ENN + knn,StandardScaler,False,,NearMiss_SMOTE_ENN,NM_SMOTE_ENN,knn,KNeighborsClassifier,10000,2,"{""metric"": ""euclidean"", ""n_neighbors"": 5}",1,1613311,142888,403328,euclidean,5,0.16240132100920343,0.809332682365103,0.16240132100920343,0.21384066944982552,0.2744246036765509,0.7169441574684512,0.2039406771579215,0.1347590203777401,0.5394433919868785,5.2299753649580557e-05,0.06168785959824667,0.28305584253154864,0.0877192149829035,0.8375986789907965,21.093955039978027,0.024618864059448242
CIC17,C__StandardScaler_no_pca_NM_SMOTE_ENN_knn,StandardScaler + sin PCA + NearMiss_SMOTE_ENN + knn,StandardScaler,False,,NearMiss_SMOTE_ENN,NM_SMOTE_ENN,knn,KNeighborsClassifier,10000,2,"{""metric"": ""euclidean"", ""n_neighbors"": 5}",2,1613311,142190,403328,euclidean,5,0.1548640312599175,0.8289864538940312,0.1548640312599175,0.2126041108856425,0.298783225566879,0.7562271009028466,0.2326930771469822,0.16452968497521428,0.5295684179105195,5.202654953685423e-05,0.0605362053979387,0.24377289909715338,0.06290711222899792,0.8451359687400826,20.983764171600342,0.027895450592041016
CIC17,C__StandardScaler_no_pca_NM_SMOTE_ENN_knn,StandardScaler + sin PCA + NearMiss_SMOTE_ENN + knn,StandardScaler,False,,NearMiss_SMOTE_ENN,NM_SMOTE_ENN,knn,KNeighborsClassifier,10000,2,"{""metric"": ""euclidean"", ""n_neighbors"": 5}",3,1613311,142332,403328,euclidean,5,0.16133519120913994,0.816825769956684,0.16133519120913994,0.22517820295749189,0.2973518646928034,0.7262581954553075,0.23018666781440464,0.1588473459658748,0.5318550639304349,5.089857514151994e-05,0.06113898143260803,0.2737418045446925,0.07841991269826049,0.83866480879086,20.528820514678955,0.022272109985351562
CIC17,C__StandardScaler_no_pca_NM_SMOTE_ENN_knn,StandardScaler + sin PCA + NearMiss_SMOTE_ENN + knn,StandardScaler,False,,NearMiss_SMOTE_ENN,NM_SMOTE_ENN,knn,KNeighborsClassifier,10000,2,"{""metric"": ""euclidean"", ""n_neighbors"": 5}",4,1613311,142110,403328,euclidean,5,0.16251041336083782,0.8222567546434665,0.16251041336083782,0.22575108098429383,0.29646692892450005,0.742835619559159,0.22687360020665992,0.16198908729406952,0.5389088595353861,4.956872808066901e-05,0.060834705646940955,0.2571643804408411,0.0750309980649523,0.8374895866391622,19.99245595932007,0.026625871658325195
CIC17,C__StandardScaler_no_pca_NM_SMOTE_ENN_knn,StandardScaler + sin PCA + NearMiss_SMOTE_ENN + knn,StandardScaler,False,,NearMiss_SMOTE_ENN,NM_SMOTE_ENN,knn,KNeighborsClassifier,10000,2,"{""metric"": ""euclidean"", ""n_neighbors"": 5}",5,1613312,142515,403327,euclidean,5,0.168044787480134,0.9008053025214259,0.168044787480134,0.22041725974256013,0.29831259282867645,0.7218421942438343,0.2306024762412843,0.1991602987624659,0.5355621811863535,4.774739231442477e-05,0.057177062761280095,0.27815780575616567,0.025700728899335477,0.831955212519866,19.2578125,0.03223395347595215
